EstadoMunicpios,_Participao_VA_Agropecuria,_Participao_VA_Indstria,_Participao_VA_Servios_exclusive_Administrao_Pblica,_Participao_VA_Administrao_Pblica,_Participao_VA_Total,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Santa Izabel do Pará,1.4478691926748336e+16,8516441084392628.0,4.041685573479276e+16,3.65880111311804e+16,100.0,6 Guamá,39,Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guama,20,Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guama.xlsx,Guamá
Santa Maria do Pará,3075468402711921.0,8079136979258308.0,3.1009546049441828e+16,3015663294418065.0,100.0,6 Guamá,39,Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guama,20,Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guama.xlsx,Guamá
Santo Antônio do Tauá,3662462677930806.0,1.2542040636246998e+16,1728022164590306.0,3355311071045405.0,100.0,6 Guamá,39,Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guama,20,Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guama.xlsx,Guamá
São Caetano de Odivelas,3293140015412207.0,3.057593670947305e+16,1628539141828651.0,4772561531954842.0,100.0,6 Guamá,39,Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guama,20,Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guama.xlsx,Guamá
São Domingos do Capim,4.767308483675237e+16,3363513181216102.0,1.1832889339158684e+16,3713051240943374.0,100.0,6 Guamá,39,Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guama,20,Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guama.xlsx,Guamá
São Francisco do Pará,4362762603612796.0,4803310628218472.0,2110702279427865.0,3.0462040942441508e+16,100.0,6 Guamá,39,Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guama,20,Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guama.xlsx,Guamá
São João da Ponta,2.9660238729709156e+16,3103012818992059.0,1106132409789157.0,5617542435340722.0,100.0,6 Guamá,39,Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guama,20,Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guama.xlsx,Guamá
São Miguel do Guamá,3346691548269959.0,6365883226673865.0,2.3447320839661456e+16,3671988058587484.0,100.0,6 Guamá,39,Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guama,20,Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guama.xlsx,Guamá
Terra Alta,1.0706010554716568e+16,3345216957414236.0,1829008435761262.0,6765868813025658.0,100.0,6 Guamá,39,Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guama,20,Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guama.xlsx,Guamá
Vigia,2.1788211609736044e+16,3.4499764466190036e+16,2.8680253121853504e+16,4608155859752052.0,100.0,6 Guamá,39,Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guama,20,Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guama.xlsx,Guamá
Fonte: FAPESPA/IBGE,,,,,,6 Guamá,39,Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guama,20,Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guama.xlsx,Guamá
Elaboração: FAPESPA,,,,,,6 Guamá,39,Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guama,20,Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guama.xlsx,Guamá
