EstadoMunicpio,Desflorestamento_Acumulado_km,Incremento_do_Desflorestamento_km,Focos_de_Calor,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Santa Izabel do Pará,54909941030096.0,449450474779066.0,10.0,6 Guamá,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 - ri guama",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 - ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 - ri guama.xlsx",Guamá
Santa Maria do Pará,4.172097687845189e+16,14879613454043.0,10.0,6 Guamá,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 - ri guama",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 - ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 - ri guama.xlsx",Guamá
Santo Antônio do Tauá,3.3023754979693104e+16,220532973481757.0,27.0,6 Guamá,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 - ri guama",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 - ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 - ri guama.xlsx",Guamá
São Caetano de Odivelas,2400063229116881.0,127330997480042.0,22.0,6 Guamá,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 - ri guama",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 - ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 - ri guama.xlsx",Guamá
São Domingos do Capim,1.3656210690187072e+16,123208724375137.0,174.0,6 Guamá,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 - ri guama",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 - ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 - ri guama.xlsx",Guamá
São Francisco do Pará,4.186112659414321e+16,248696778370954.0,22.0,6 Guamá,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 - ri guama",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 - ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 - ri guama.xlsx",Guamá
São João da Ponta,1.1310066784940932e+16,554747035586146.0,5.0,6 Guamá,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 - ri guama",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 - ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 - ri guama.xlsx",Guamá
São Miguel do Guamá,8848445576376446.0,9590985143789.0,68.0,6 Guamá,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 - ri guama",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 - ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 - ri guama.xlsx",Guamá
Terra Alta,1716225895544484.0,33687798288738.0,4.0,6 Guamá,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 - ri guama",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 - ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 - ri guama.xlsx",Guamá
Vigia,2.260314061507832e+16,228311972319147.0,16.0,6 Guamá,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 - ri guama",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 - ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 - ri guama.xlsx",Guamá
Fonte: PRODES - INPE-TERRABRASILIS/Queimadas,,,,6 Guamá,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 - ri guama",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 - ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 - ri guama.xlsx",Guamá
Elaboração: FAPESPA,,,,6 Guamá,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 - ri guama",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 - ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 - ri guama.xlsx",Guamá
