Par,913,97,978,981,97_2,67,09,0,15,11,2,21,22,04,19,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Santa Maria do Pará,-,992.0,-,-,992.0,-,4.0,-,-,4.0,-,4.0,-,-,4.0,6 Guamá,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guama",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guama.xlsx",Guamá
Santo Antônio do Tauá,-,100.0,-,100,100.0,-,0.0,-,0,0.0,-,0.0,-,0,0.0,6 Guamá,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guama",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guama.xlsx",Guamá
São Caetano de Odivelas,-,968.0,-,-,968.0,-,22.0,-,-,22.0,-,1.0,-,-,1.0,6 Guamá,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guama",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guama.xlsx",Guamá
São Domingos do Capim,-,999.0,-,-,999.0,-,1.0,-,-,1.0,-,0.0,-,-,0.0,6 Guamá,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guama",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guama.xlsx",Guamá
São Francisco do Pará,-,976.0,-,-,976.0,-,19.0,-,-,19.0,-,5.0,-,-,5.0,6 Guamá,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guama",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guama.xlsx",Guamá
São João da Ponta,-,968.0,-,-,968.0,-,8.0,-,-,8.0,-,24.0,-,-,24.0,6 Guamá,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guama",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guama.xlsx",Guamá
São Miguel do Guamá,-,966.0,-,98.1,966.0,-,5.0,-,1.9,5.0,-,29.0,-,0,29.0,6 Guamá,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guama",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guama.xlsx",Guamá
Terra Alta,-,966.0,-,-,966.0,-,34.0,-,-,34.0,-,0.0,-,-,0.0,6 Guamá,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guama",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guama.xlsx",Guamá
Vigia,100,964.0,-,100,966.0,0,21.0,-,0,2.0,0,15.0,-,0,14.0,6 Guamá,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guama",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guama.xlsx",Guamá
Fonte: MEC - INEP,,,,,,,,,,,,,,,,6 Guamá,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guama",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guama.xlsx",Guamá
Elaboração: FAPESPA,,,,,,,,,,,,,,,,6 Guamá,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guama",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guama.xlsx",Guamá
