Par,1445663,27792,117832,9307,99624,261547,444602,423642,61317,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Santa Maria do Pará,2355.0,-,368.0,5,27.0,558.0,662.0,658.0,77.0,6 Guamá,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 -ri  guama,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 -ri  guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 -ri  guama.xlsx,Guamá
Santo Antônio do Tauá,5015.0,-,705.0,48,20.0,365.0,230.0,2912.0,735.0,6 Guamá,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 -ri  guama,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 -ri  guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 -ri  guama.xlsx,Guamá
São Caetano de Odivelas,1352.0,-,18.0,6,33.0,141.0,66.0,963.0,125.0,6 Guamá,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 -ri  guama,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 -ri  guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 -ri  guama.xlsx,Guamá
São Domingos do Capim,2226.0,-,19.0,-,31.0,160.0,61.0,1772.0,183.0,6 Guamá,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 -ri  guama,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 -ri  guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 -ri  guama.xlsx,Guamá
São Francisco do Pará,1035.0,5,39.0,35,10.0,144.0,109.0,444.0,249.0,6 Guamá,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 -ri  guama,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 -ri  guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 -ri  guama.xlsx,Guamá
São João da Ponta,440.0,-,,-,,22.0,29.0,372.0,17.0,6 Guamá,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 -ri  guama,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 -ri  guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 -ri  guama.xlsx,Guamá
São Miguel do Guamá,6772.0,-,2274.0,9,85.0,1323.0,610.0,1968.0,503.0,6 Guamá,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 -ri  guama,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 -ri  guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 -ri  guama.xlsx,Guamá
Terra Alta,456.0,-,,2,14.0,74.0,17.0,245.0,104.0,6 Guamá,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 -ri  guama,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 -ri  guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 -ri  guama.xlsx,Guamá
Vigia,2311.0,-,61.0,10,23.0,730.0,740.0,574.0,173.0,6 Guamá,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 -ri  guama,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 -ri  guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 -ri  guama.xlsx,Guamá
Fonte: MTE-RAIS,,,,,,,,,,6 Guamá,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 -ri  guama,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 -ri  guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 -ri  guama.xlsx,Guamá
Elaboração: FAPESPA,,,,,,,,,,6 Guamá,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 -ri  guama,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 -ri  guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 -ri  guama.xlsx,Guamá
