EstadoMunicpios,Populao_Estimada_Total__2025,rea_Territorial_km__2024,Densidade_Demogrfica_habkm,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Santa Izabel do Pará,79195.0,717662.0,1.103513910448094e+16,6 Guamá,1,"População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_guamá",20,"Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_guamá","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_guamá.xlsx",Guamá
Santa Maria do Pará,25815.0,457724.0,5639861575971546.0,6 Guamá,1,"População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_guamá",20,"Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_guamá","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_guamá.xlsx",Guamá
Santo Antônio do Tauá,29234.0,537618.0,5437689958297527.0,6 Guamá,1,"População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_guamá",20,"Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_guamá","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_guamá.xlsx",Guamá
São Caetano de Odivelas,17258.0,464166.0,3718066381423887.0,6 Guamá,1,"População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_guamá",20,"Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_guamá","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_guamá.xlsx",Guamá
São Domingos do Capim,32554.0,1686765.0,1.9299665335716596e+16,6 Guamá,1,"População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_guamá",20,"Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_guamá","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_guamá.xlsx",Guamá
São Francisco do Pará,15429.0,479441.0,3218122772145061.0,6 Guamá,1,"População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_guamá",20,"Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_guamá","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_guamá.xlsx",Guamá
São João da Ponta,4470.0,195918.0,2.281566777937709e+16,6 Guamá,1,"População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_guamá",20,"Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_guamá","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_guamá.xlsx",Guamá
São Miguel do Guamá,55970.0,1094565.0,511344689442838.0,6 Guamá,1,"População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_guamá",20,"Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_guamá","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_guamá.xlsx",Guamá
Terra Alta,10837.0,20497.0,5287115187588427.0,6 Guamá,1,"População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_guamá",20,"Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_guamá","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_guamá.xlsx",Guamá
Vigia,54062.0,401589.0,1.3462022117139662e+16,6 Guamá,1,"População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_guamá",20,"Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_guamá","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_guamá.xlsx",Guamá
Fonte: IBGE - Censo Demográfico,,,,6 Guamá,1,"População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_guamá",20,"Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_guamá","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_guamá.xlsx",Guamá
Elaboração: FAPESPA,,,,6 Guamá,1,"População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_guamá",20,"Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_guamá","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_guamá.xlsx",Guamá
Nota¹: Último ano de registro do dado.,,,,6 Guamá,1,"População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_guamá",20,"Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_guamá","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_guamá.xlsx",Guamá
