Par,48,42,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Santa Maria do Pará,46.0,49.0,6 Guamá,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri guama,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri guama.xlsx,Guamá
Santo Antônio do Tauá,46.0,38.0,6 Guamá,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri guama,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri guama.xlsx,Guamá
São Caetano de Odivelas,43.0,4.0,6 Guamá,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri guama,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri guama.xlsx,Guamá
São Domingos do Capim,4.0,36.0,6 Guamá,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri guama,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri guama.xlsx,Guamá
São Francisco do Pará,44.0,39.0,6 Guamá,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri guama,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri guama.xlsx,Guamá
São João da Ponta,39.0,33.0,6 Guamá,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri guama,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri guama.xlsx,Guamá
São Miguel do Guamá,46.0,36.0,6 Guamá,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri guama,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri guama.xlsx,Guamá
Terra Alta,46.0,44.0,6 Guamá,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri guama,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri guama.xlsx,Guamá
Vigia,41.0,4.0,6 Guamá,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri guama,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri guama.xlsx,Guamá
Fonte: MEC - INEP,,,6 Guamá,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri guama,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri guama.xlsx,Guamá
Elaboração: FAPESPA,,,6 Guamá,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri guama,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri guama.xlsx,Guamá
