EstadoMunicpios,PIB_R_1000,Ranking_Estadual,Ranking_Regional,Partipao_no_Par_,Partipao_na_Regio_,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Santa Izabel do Pará,1828145396.0,28.0,2.0,7181969956673145.0,1230486969898617.0,6 Guamá,40,"PIB Total, Ranking Estadual, Regional e Participação - 2023 ri guama",20,"Tabela 40 - PIB Total, Ranking Estadual, Regional e Participação - 2023 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 40 - PIB Total, Ranking Estadual, Regional e Participação - 2023 ri guama.xlsx",Guamá
Santa Maria do Pará,570081228.0,77.0,8.0,2239595527422335.0,3837099195570781.0,6 Guamá,40,"PIB Total, Ranking Estadual, Regional e Participação - 2023 ri guama",20,"Tabela 40 - PIB Total, Ranking Estadual, Regional e Participação - 2023 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 40 - PIB Total, Ranking Estadual, Regional e Participação - 2023 ri guama.xlsx",Guamá
Santo Antônio do Tauá,68729127.0,65.0,4.0,2700061638108204.0,4626015819696172.0,6 Guamá,40,"PIB Total, Ranking Estadual, Regional e Participação - 2023 ri guama",20,"Tabela 40 - PIB Total, Ranking Estadual, Regional e Participação - 2023 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 40 - PIB Total, Ranking Estadual, Regional e Participação - 2023 ri guama.xlsx",Guamá
São Caetano de Odivelas,241828535.0,120.0,13.0,9500367294835660.0,1627698004317659.0,6 Guamá,40,"PIB Total, Ranking Estadual, Regional e Participação - 2023 ri guama",20,"Tabela 40 - PIB Total, Ranking Estadual, Regional e Participação - 2023 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 40 - PIB Total, Ranking Estadual, Regional e Participação - 2023 ri guama.xlsx",Guamá
São Domingos do Capim,654079167.0,68.0,5.0,2.569586060801367e+16,4402472002700827.0,6 Guamá,40,"PIB Total, Ranking Estadual, Regional e Participação - 2023 ri guama",20,"Tabela 40 - PIB Total, Ranking Estadual, Regional e Participação - 2023 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 40 - PIB Total, Ranking Estadual, Regional e Participação - 2023 ri guama.xlsx",Guamá
São Francisco do Pará,359790379.0,103.0,11.0,1.413456335766219e+16,2.4216748526843376e+16,6 Guamá,40,"PIB Total, Ranking Estadual, Regional e Participação - 2023 ri guama",20,"Tabela 40 - PIB Total, Ranking Estadual, Regional e Participação - 2023 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 40 - PIB Total, Ranking Estadual, Regional e Participação - 2023 ri guama.xlsx",Guamá
São João da Ponta,7928672.0,144.0,18.0,3.11482249852273e+16,5336625634890152.0,6 Guamá,40,"PIB Total, Ranking Estadual, Regional e Participação - 2023 ri guama",20,"Tabela 40 - PIB Total, Ranking Estadual, Regional e Participação - 2023 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 40 - PIB Total, Ranking Estadual, Regional e Participação - 2023 ri guama.xlsx",Guamá
São Miguel do Guamá,1132578033.0,41.0,3.0,4449395231031157.0,762314920382791.0,6 Guamá,40,"PIB Total, Ranking Estadual, Regional e Participação - 2023 ri guama",20,"Tabela 40 - PIB Total, Ranking Estadual, Regional e Participação - 2023 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 40 - PIB Total, Ranking Estadual, Regional e Participação - 2023 ri guama.xlsx",Guamá
Terra Alta,114730932.0,140.0,17.0,4.50726790400816e+16,7722302459050379.0,6 Guamá,40,"PIB Total, Ranking Estadual, Regional e Participação - 2023 ri guama",20,"Tabela 40 - PIB Total, Ranking Estadual, Regional e Participação - 2023 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 40 - PIB Total, Ranking Estadual, Regional e Participação - 2023 ri guama.xlsx",Guamá
Vigia,602141261.0,71.0,6.0,2.365545134231371e+16,4.052888666951644e+16,6 Guamá,40,"PIB Total, Ranking Estadual, Regional e Participação - 2023 ri guama",20,"Tabela 40 - PIB Total, Ranking Estadual, Regional e Participação - 2023 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 40 - PIB Total, Ranking Estadual, Regional e Participação - 2023 ri guama.xlsx",Guamá
Fonte: FAPESPA/IBGE,,,,,,6 Guamá,40,"PIB Total, Ranking Estadual, Regional e Participação - 2023 ri guama",20,"Tabela 40 - PIB Total, Ranking Estadual, Regional e Participação - 2023 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 40 - PIB Total, Ranking Estadual, Regional e Participação - 2023 ri guama.xlsx",Guamá
Elaboração: FAPESPA,,,,,,6 Guamá,40,"PIB Total, Ranking Estadual, Regional e Participação - 2023 ri guama",20,"Tabela 40 - PIB Total, Ranking Estadual, Regional e Participação - 2023 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 40 - PIB Total, Ranking Estadual, Regional e Participação - 2023 ri guama.xlsx",Guamá
