EstadoMunicpios,_Participao_PIB_Estadual,_Participao_VA_Agropecuria_Estadual,_Participao_VA_Industrial_Estadual,_Participao_VA_Servios_Estadual_Exclusive_Administrao_Pblica,_Participao_VA_Administrao_Pblica_Estadual,_Participao_VA_Total_Estadual,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Santo Antônio do Tauá,1.807596237212746e+16,6608847815430149.0,4939562276113370.0,1.170177695616304e+16,3702072830034046.0,1.826041732136088e+16,6 Guamá,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri guama,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri guama.xlsx,Guamá
São Caetano de Odivelas,6960197315896920.0,2.407854824456497e+16,4879413139928600.0,4468566933045370.0,2133689715110818.0,7399089107878030.0,6 Guamá,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri guama,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri guama.xlsx,Guamá
São Domingos do Capim,1666000387165532.0,8405321100079197.0,1.2943207267252e+16,7829279916287230.0,4002871247959618.0,1.784182226881824e+16,6 Guamá,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri guama,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri guama.xlsx,Guamá
São Francisco do Pará,1.004873273550365e+16,4.47713058156424e+16,1.07583723392572e+16,8128588197676990.0,1.911422975175473e+16,1.03847569028381e+16,6 Guamá,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri guama,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri guama.xlsx,Guamá
São João da Ponta,2180466311140210.0,6797457405439910.0,1552112299445500.0,951325052254930.0,7871868657755280.0,2319156239500890.0,6 Guamá,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri guama,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri guama.xlsx,Guamá
São Miguel do Guamá,3014435343353777.0,1.0210029778859536e+16,4238749072276750.0,2.684445007331055e+16,6849710346460881.0,3.087233490683624e+16,6 Guamá,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri guama,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri guama.xlsx,Guamá
Terra Alta,3153949509737810.0,3548430364705940.0,2.4199178745294e+16,2.27496276026212e+16,1371171624958688.0,3354028702307380.0,6 Guamá,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri guama,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri guama.xlsx,Guamá
Vigia,1.812239291156002e+16,3998556852008014.0,1.38186475112951e+16,1.975216179239172e+16,5170927815539172.0,1.857119481142755e+16,6 Guamá,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri guama,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri guama.xlsx,Guamá
Fonte: FAPESPA/IBGE,,,,,,,6 Guamá,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri guama,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri guama.xlsx,Guamá
Elaboração: FAPESPA,,,,,,,6 Guamá,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri guama,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri guama.xlsx,Guamá
