EstadoMunicpio,Taxa_de_Mortalidade_Infantil,Taxa_de_Mortalidade_em_Menores_que_05_Anos,Taxa_de_Mortalidade_Materna,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Santa Izabel do Pará,1.4634146341463416e+16,1.4634146341463416e+16,0.0,6 Guamá,13,"Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri guama",20,"Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri guama.xlsx",Guamá
Santa Maria do Pará,1.8766756032171584e+16,2.4128686327077748e+16,0.0,6 Guamá,13,"Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri guama",20,"Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri guama.xlsx",Guamá
Santo Antônio do Tauá,1.7073170731707318e+16,1.7073170731707318e+16,0.0,6 Guamá,13,"Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri guama",20,"Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri guama.xlsx",Guamá
São Caetano de Odivelas,2.3952095808383236e+16,2.3952095808383236e+16,0.0,6 Guamá,13,"Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri guama",20,"Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri guama.xlsx",Guamá
São Domingos do Capim,925925925925926.0,925925925925926.0,2.3148148148148148e+16,6 Guamá,13,"Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri guama",20,"Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri guama.xlsx",Guamá
São Francisco do Pará,970873786407767.0,970873786407767.0,0.0,6 Guamá,13,"Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri guama",20,"Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri guama.xlsx",Guamá
São João da Ponta,2.4390243902439024e+16,2.4390243902439024e+16,0.0,6 Guamá,13,"Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri guama",20,"Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri guama.xlsx",Guamá
São Miguel do Guamá,1.7156862745098042e+16,1.9607843137254904e+16,0.0,6 Guamá,13,"Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri guama",20,"Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri guama.xlsx",Guamá
Terra Alta,1.1627906976744184e+16,1.1627906976744184e+16,0.0,6 Guamá,13,"Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri guama",20,"Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri guama.xlsx",Guamá
Vigia,7797270955165692.0,1364522417153996.0,0.0,6 Guamá,13,"Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri guama",20,"Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri guama.xlsx",Guamá
Fonte: DATASUS,,,,6 Guamá,13,"Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri guama",20,"Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri guama.xlsx",Guamá
Elaboração: FAPESPA,,,,6 Guamá,13,"Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri guama",20,"Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri guama.xlsx",Guamá
*Nota: Dados Preliminares extraídos em Outubro/2025.,,,,6 Guamá,13,"Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri guama",20,"Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri guama.xlsx",Guamá
