EstadoMunicpio,Receita_Oramentria,Receita_Corrente,Receita_de_Transferncias_Correntes,Impostos,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Irituia,13215291386.0,13215291386.0,12580297828.0,472691851.0,10 Rio Capim,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim.xlsx",Rio Capim
Mãe do Rio,18084693329.0,1662814486.0,15114142807.0,997108442.0,10 Rio Capim,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim.xlsx",Rio Capim
Nova Esperança do Piriá,,,,,10 Rio Capim,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim.xlsx",Rio Capim
Ourém,10225930719.0,10041987237.0,93442283.0,523670354.0,10 Rio Capim,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim.xlsx",Rio Capim
Paragominas,72781704859.0,69915210954.0,48695676991.0,9936045292.0,10 Rio Capim,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim.xlsx",Rio Capim
Rondon do Pará,20367456436.0,19946784613.0,17135473877.0,1531167376.0,10 Rio Capim,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim.xlsx",Rio Capim
Tomé-Açu,47218568138.0,42964999721.0,32764877701.0,3125191654.0,10 Rio Capim,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim.xlsx",Rio Capim
Ulianópolis,21237421731.0,20683274862.0,1882020924.0,14251901.0,10 Rio Capim,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim.xlsx",Rio Capim
Fonte: STN-FINBRA,,,,,10 Rio Capim,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim.xlsx",Rio Capim
Elaboração: FAPESPA,,,,,10 Rio Capim,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim.xlsx",Rio Capim
*Nota: A receita total do estado não equivale a soma das receitas dos municípios.,,,,,10 Rio Capim,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim.xlsx",Rio Capim
"**Nota: Os municípios com asterisco, até a data de consulta 28/08/25, não constavam informação na fonte oficial.",,,,,10 Rio Capim,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim.xlsx",Rio Capim
