Par,48789382896,100,10637664692999992,100_2,54942469403,100_3,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Mãe do Rio,1129296621.0,2314636000638134.0,2.4622322000000004e+16,2.314636032493341e+16,174731087.0,3180255436252002.0,10 Rio Capim,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio capim",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio capim.xlsx",Rio Capim
Nova Esperança do Piriá,1.035180438e+16,2121733001228161.0,22570284.0,2.121732979123899e+16,43846408.0,7980421789633990.0,10 Rio Capim,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio capim",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio capim.xlsx",Rio Capim
Ourém,783127655.0,1.605119000314727e+16,17074718.0,1.605119026851433e+16,4.268567e+16,7769157532200260.0,10 Rio Capim,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio capim",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio capim.xlsx",Rio Capim
Paragominas,8454521395.0,1732860899885074.0,184335932.0,1732860898701765.0,1041703555.0,1.895989689431616e+16,10 Rio Capim,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio capim",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio capim.xlsx",Rio Capim
Rondon do Pará,2.221570394e+16,4553389000093574.0,48437425.0,4.553388962511082e+16,2.8649046500000004e+16,5214371834993586.0,10 Rio Capim,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio capim",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio capim.xlsx",Rio Capim
Tomé-Açu,2524699318.0,5174690000448822.0,5504661699999999.0,5174689989638691.0,360410623.0,6559782021379633.0,10 Rio Capim,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio capim",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio capim.xlsx",Rio Capim
Ulianópolis,2296689455.0,4707354999540882.0,50075264.0,4707354992393352.0,10646776.0,1.937804419001716e+16,10 Rio Capim,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio capim",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio capim.xlsx",Rio Capim
Fonte: DITES-SEFA,,,,,,,10 Rio Capim,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio capim",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio capim.xlsx",Rio Capim
Elaboração: FAPESPA,,,,,,,10 Rio Capim,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio capim",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio capim.xlsx",Rio Capim
*Nota 1: Deduzidos 20% de contribuição ao FUNDEB,,,,,,,10 Rio Capim,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio capim",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio capim.xlsx",Rio Capim
**Nota 2: Deduzidos 50% de contribuição ao FUNDEB,,,,,,,10 Rio Capim,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio capim",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio capim.xlsx",Rio Capim
