EstadoMunicpio,Creche,PrEscola,Ensino_Fundamental,Ensino_Mdio,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Irituia,138.0,141.0,174.0,308.0,10 Rio Capim,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim.xlsx,Rio Capim
Mãe do Rio,14.0,176.0,213.0,326.0,10 Rio Capim,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim.xlsx,Rio Capim
Nova Esperança do Piriá,168.0,176.0,194.0,313.0,10 Rio Capim,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim.xlsx,Rio Capim
Ourém,154.0,158.0,214.0,343.0,10 Rio Capim,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim.xlsx,Rio Capim
Paragominas,149.0,237.0,269.0,309.0,10 Rio Capim,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim.xlsx,Rio Capim
Rondon do Pará,14.0,152.0,255.0,391.0,10 Rio Capim,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim.xlsx,Rio Capim
Tomé-Açu,189.0,182.0,204.0,342.0,10 Rio Capim,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim.xlsx,Rio Capim
Ulianópolis,169.0,224.0,266.0,329.0,10 Rio Capim,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim.xlsx,Rio Capim
Fonte: MEC - INEP,,,,,10 Rio Capim,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim.xlsx,Rio Capim
Elaboração: FAPESPA,,,,,10 Rio Capim,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim.xlsx,Rio Capim
