EstadoMunicpio,Bovino,Bubalino,Equino,Suno__total,Suno__matrizes_de_sunos,Caprino,Ovino,Galinceos__Total,Galinceos__galinhas,Codornas,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Irituia,75457.0,132.0,3290.0,2570.0,240.0,342.0,839.0,82900.0,4170.0,-,10 Rio Capim,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri rio capim,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri rio capim.xlsx,Rio Capim
Mãe do Rio,40267.0,136.0,1486.0,816.0,92.0,205.0,38.0,65800.0,10200.0,-,10 Rio Capim,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri rio capim,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri rio capim.xlsx,Rio Capim
Nova Esperança do Piriá,54161.0,305.0,963.0,775.0,43.0,241.0,720.0,11240.0,3303.0,-,10 Rio Capim,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri rio capim,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri rio capim.xlsx,Rio Capim
Ourém,18766.0,1137.0,494.0,838.0,34.0,174.0,931.0,6346.0,2231.0,-,10 Rio Capim,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri rio capim,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri rio capim.xlsx,Rio Capim
Paragominas,382487.0,535.0,8300.0,13438.0,5100.0,1008.0,3560.0,85400.0,15600.0,-,10 Rio Capim,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri rio capim,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri rio capim.xlsx,Rio Capim
Rondon do Pará,385930.0,163.0,8028.0,6800.0,900.0,752.0,6745.0,96000.0,40320.0,-,10 Rio Capim,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri rio capim,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri rio capim.xlsx,Rio Capim
Tomé-Açu,157464.0,67.0,1571.0,3100.0,115.0,370.0,1455.0,40000.0,4200.0,-,10 Rio Capim,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri rio capim,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri rio capim.xlsx,Rio Capim
Ulianópolis,84613.0,22.0,2300.0,2455.0,980.0,250.0,1047.0,49870.0,9500.0,-,10 Rio Capim,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri rio capim,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri rio capim.xlsx,Rio Capim
Fonte: IBGE/PPM,,,,,,,,,,,10 Rio Capim,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri rio capim,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri rio capim.xlsx,Rio Capim
Elaboração: FAPESPA,,,,,,,,,,,10 Rio Capim,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri rio capim,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri rio capim.xlsx,Rio Capim
Nota: Os dados divulgados são RESULTADOS PRELIMINARES e podem sofrer alterações até a próxima divulgação,,,,,,,,,,,10 Rio Capim,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri rio capim,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri rio capim.xlsx,Rio Capim
