EstadoMunicpios,Leite_Mil_litros,Ovos_de_galinha_Mil_dzias,Ovos_de_codorna_Mil_dzias,Mel_de_abelha_Quilogramas,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Mãe do Rio,1480.0,206.0,-,3570.0,10 Rio Capim,46,Producao de Origem Animal por Tipo - 2024 ri rio capim,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri rio capim.xlsx,Rio Capim
Nova Esperança do Piriá,379.0,23.0,-,3150.0,10 Rio Capim,46,Producao de Origem Animal por Tipo - 2024 ri rio capim,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri rio capim.xlsx,Rio Capim
Ourém,166.0,18.0,-,40000.0,10 Rio Capim,46,Producao de Origem Animal por Tipo - 2024 ri rio capim,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri rio capim.xlsx,Rio Capim
Paragominas,15850.0,141.0,-,28000.0,10 Rio Capim,46,Producao de Origem Animal por Tipo - 2024 ri rio capim,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri rio capim.xlsx,Rio Capim
Rondon do Pará,5022.0,254.0,-,170.0,10 Rio Capim,46,Producao de Origem Animal por Tipo - 2024 ri rio capim,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri rio capim.xlsx,Rio Capim
Tomé-Açu,300.0,30.0,-,20000.0,10 Rio Capim,46,Producao de Origem Animal por Tipo - 2024 ri rio capim,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri rio capim.xlsx,Rio Capim
Ulianópolis,950.0,65.0,-,7200.0,10 Rio Capim,46,Producao de Origem Animal por Tipo - 2024 ri rio capim,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri rio capim.xlsx,Rio Capim
Fonte: IBGE/PPM,,,,,10 Rio Capim,46,Producao de Origem Animal por Tipo - 2024 ri rio capim,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri rio capim.xlsx,Rio Capim
Elaboração: FAPESPA,,,,,10 Rio Capim,46,Producao de Origem Animal por Tipo - 2024 ri rio capim,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri rio capim.xlsx,Rio Capim
Nota: Os dados divulgados são RESULTADOS PRELIMINARES e podem sofrer alterações até a próxima divulgação,,,,,10 Rio Capim,46,Producao de Origem Animal por Tipo - 2024 ri rio capim,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri rio capim.xlsx,Rio Capim
