EstadoMunicpios,Ovos_de_codorna_Mil_dzias,Mel_de_abelha_Quilogramas,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba,variavel,valor
Nota: Os dados divulgados são RESULTADOS PRELIMINARES e podem sofrer alterações até a próxima divulgação,,,8 Marajó,46,Producao de Origem Animal por Tipo - 2024 ri marajo,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo.xlsx,Marajó,Leite_Mil_litros,
Pará,29,745689,8 Marajó,46,Producao de Origem Animal por Tipo - 2024 ri marajo,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo.xlsx,Marajó,Ovos_de_galinha_Mil_dzias,39437.0
RI Marajó,0,870,8 Marajó,46,Producao de Origem Animal por Tipo - 2024 ri marajo,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo.xlsx,Marajó,Ovos_de_galinha_Mil_dzias,383.0
Afuá,-,-,8 Marajó,46,Producao de Origem Animal por Tipo - 2024 ri marajo,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo.xlsx,Marajó,Ovos_de_galinha_Mil_dzias,15.0
Anajás,-,-,8 Marajó,46,Producao de Origem Animal por Tipo - 2024 ri marajo,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo.xlsx,Marajó,Ovos_de_galinha_Mil_dzias,4.0
Bagre,-,-,8 Marajó,46,Producao de Origem Animal por Tipo - 2024 ri marajo,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo.xlsx,Marajó,Ovos_de_galinha_Mil_dzias,2.0
Breves,-,-,8 Marajó,46,Producao de Origem Animal por Tipo - 2024 ri marajo,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo.xlsx,Marajó,Ovos_de_galinha_Mil_dzias,8.0
Cachoeira do Arari,-,-,8 Marajó,46,Producao de Origem Animal por Tipo - 2024 ri marajo,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo.xlsx,Marajó,Ovos_de_galinha_Mil_dzias,26.0
Chaves,-,-,8 Marajó,46,Producao de Origem Animal por Tipo - 2024 ri marajo,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo.xlsx,Marajó,Ovos_de_galinha_Mil_dzias,7.0
Curralinho,-,250,8 Marajó,46,Producao de Origem Animal por Tipo - 2024 ri marajo,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo.xlsx,Marajó,Ovos_de_galinha_Mil_dzias,6.0
Gurupá,-,90,8 Marajó,46,Producao de Origem Animal por Tipo - 2024 ri marajo,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo.xlsx,Marajó,Ovos_de_galinha_Mil_dzias,2.0
Melgaço,-,-,8 Marajó,46,Producao de Origem Animal por Tipo - 2024 ri marajo,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo.xlsx,Marajó,Ovos_de_galinha_Mil_dzias,2.0
Muaná,-,-,8 Marajó,46,Producao de Origem Animal por Tipo - 2024 ri marajo,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo.xlsx,Marajó,Ovos_de_galinha_Mil_dzias,29.0
Oeiras do Pará,-,-,8 Marajó,46,Producao de Origem Animal por Tipo - 2024 ri marajo,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo.xlsx,Marajó,Ovos_de_galinha_Mil_dzias,200.0
Ponta de Pedras,-,-,8 Marajó,46,Producao de Origem Animal por Tipo - 2024 ri marajo,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo.xlsx,Marajó,Ovos_de_galinha_Mil_dzias,31.0
Portel,-,-,8 Marajó,46,Producao de Origem Animal por Tipo - 2024 ri marajo,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo.xlsx,Marajó,Ovos_de_galinha_Mil_dzias,6.0
Salvaterra,-,-,8 Marajó,46,Producao de Origem Animal por Tipo - 2024 ri marajo,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo.xlsx,Marajó,Ovos_de_galinha_Mil_dzias,15.0
Santa Cruz do Arari,-,-,8 Marajó,46,Producao de Origem Animal por Tipo - 2024 ri marajo,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo.xlsx,Marajó,Ovos_de_galinha_Mil_dzias,9.0
São Sebastião da Boa Vista,-,-,8 Marajó,46,Producao de Origem Animal por Tipo - 2024 ri marajo,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo.xlsx,Marajó,Ovos_de_galinha_Mil_dzias,8.0
Soure,-,530,8 Marajó,46,Producao de Origem Animal por Tipo - 2024 ri marajo,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo.xlsx,Marajó,Ovos_de_galinha_Mil_dzias,13.0
Fonte: IBGE/PPM,,,8 Marajó,46,Producao de Origem Animal por Tipo - 2024 ri marajo,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo.xlsx,Marajó,Ovos_de_galinha_Mil_dzias,
Elaboração: FAPESPA,,,8 Marajó,46,Producao de Origem Animal por Tipo - 2024 ri marajo,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo.xlsx,Marajó,Ovos_de_galinha_Mil_dzias,
Nota: Os dados divulgados são RESULTADOS PRELIMINARES e podem sofrer alterações até a próxima divulgação,,,8 Marajó,46,Producao de Origem Animal por Tipo - 2024 ri marajo,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo.xlsx,Marajó,Ovos_de_galinha_Mil_dzias,
