EstadoMunicpios,VA_Agropecuria,VA_Indstria,VA_Servios_exclusive_Administrao_Pblica,VA_Administrao_Pblica,VA_Total,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Melgaço,31532638.0,6069428.0,22252374.0,15223341.0,212087849.0,8 Marajó,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 ri marajo,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri marajo.xlsx,Marajó
Muaná,10294719.0,9198054.0,41319486.0,176776115.0,330240844.0,8 Marajó,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 ri marajo,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri marajo.xlsx,Marajó
Oeiras do Pará,192352544.0,9146937.0,42088031.0,167185507.0,410773019.0,8 Marajó,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 ri marajo,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri marajo.xlsx,Marajó
Ponta de Pedras,69027147.0,6203591.0,46385193.0,143335445.0,264951376.0,8 Marajó,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 ri marajo,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri marajo.xlsx,Marajó
Portel,466733269.0,34380239.0,102528558.0,318299842.0,921941908.0,8 Marajó,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 ri marajo,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri marajo.xlsx,Marajó
Salvaterra,36072596.0,9143828.0,46006479.0,110527571.0,201750474.0,8 Marajó,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 ri marajo,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri marajo.xlsx,Marajó
Santa Cruz do Arari,37430059.0,1676201.0,86964.0,46820856.0,94623516.0,8 Marajó,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 ri marajo,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri marajo.xlsx,Marajó
São Sebastião da Boa Vista,667357.0,5511015.0,32686325.0,133171308.0,238104347.0,8 Marajó,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 ri marajo,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri marajo.xlsx,Marajó
Soure,53587834.0,7350342.0,5510821.0,114484542.0,230530928.0,8 Marajó,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 ri marajo,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri marajo.xlsx,Marajó
Fonte: FAPESPA/IBGE,,,,,,8 Marajó,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 ri marajo,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri marajo.xlsx,Marajó
Elaboração: FAPESPA,,,,,,8 Marajó,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 ri marajo,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri marajo.xlsx,Marajó
