EstadoMunicpios,Masculino,Feminino,Razo_de_Sexos,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Muaná,25234.0,24414.0,1.033587285983452e+16,8 Marajó,2,População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_marajó,20,Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_marajó,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_marajó.xlsx,Marajó
Oeiras do Pará,19281.0,17453.0,1.1047384403827422e+16,8 Marajó,2,População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_marajó,20,Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_marajó,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_marajó.xlsx,Marajó
Ponta de Pedras,13341.0,12395.0,1.0763210972166196e+16,8 Marajó,2,População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_marajó,20,Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_marajó,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_marajó.xlsx,Marajó
Portel,35662.0,31918.0,1.1173005827432796e+16,8 Marajó,2,População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_marajó,20,Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_marajó,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_marajó.xlsx,Marajó
Salvaterra,12891.0,12796.0,1.0074241950609566e+16,8 Marajó,2,População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_marajó,20,Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_marajó,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_marajó.xlsx,Marajó
Santa Cruz do Arari,4022.0,3604.0,1.1159822419533852e+16,8 Marajó,2,População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_marajó,20,Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_marajó,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_marajó.xlsx,Marajó
São Sebastião da Boa Vista,14504.0,13147.0,1.103217464060242e+16,8 Marajó,2,População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_marajó,20,Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_marajó,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_marajó.xlsx,Marajó
Soure,12568.0,12747.0,9859574801914176.0,8 Marajó,2,População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_marajó,20,Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_marajó,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_marajó.xlsx,Marajó
"Fonte: DATASUS - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2025",,,,8 Marajó,2,População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_marajó,20,Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_marajó,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_marajó.xlsx,Marajó
Elaboração: FAPESPA,,,,8 Marajó,2,População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_marajó,20,Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_marajó,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_marajó.xlsx,Marajó
