Par,col,191,12640,73,407,2079,136328,8585,133,29064,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba,variavel,valor
RI Lago de Tucuruí,-,-,185,-,-,-,-,502,-,655,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,114051,5651.0
Breu Branco,-,-,-,-,-,-,-,-,-,-,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,114051,889.0
Goianésia do Pará,-,-,35,-,-,-,-,-,-,92,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,114051,587.0
Itupiranga,-,-,11,-,-,-,-,-,-,-,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,114051,633.0
Jacundá,-,-,18,-,-,-,-,-,-,216,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,114051,908.0
Nova Ipixuna,-,-,-,-,-,-,-,-,-,-,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,114051,205.0
Novo Repartimento,-,-,20,-,-,-,-,-,-,127,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,114051,740.0
Tucuruí,-,-,101,-,-,-,-,502,-,220,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,114051,1689.0
Fonte: MEC - INEP,,,,,,,,,,,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,114051,
Elaboração: FAPESPA,,,,,,,,,,,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,114051,
RI Lago de Tucuruí,-,-,185,-,-,-,-,502,-,655,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,221043,9670.0
Breu Branco,-,-,-,-,-,-,-,-,-,-,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,221043,1362.0
Goianésia do Pará,-,-,35,-,-,-,-,-,-,92,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,221043,812.0
Itupiranga,-,-,11,-,-,-,-,-,-,-,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,221043,1478.0
Jacundá,-,-,18,-,-,-,-,-,-,216,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,221043,1094.0
Nova Ipixuna,-,-,-,-,-,-,-,-,-,-,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,221043,428.0
Novo Repartimento,-,-,20,-,-,-,-,-,-,127,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,221043,2002.0
Tucuruí,-,-,101,-,-,-,-,502,-,220,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,221043,2494.0
Fonte: MEC - INEP,,,,,,,,,,,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,221043,
Elaboração: FAPESPA,,,,,,,,,,,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,221043,
RI Lago de Tucuruí,-,-,185,-,-,-,-,502,-,655,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,28312,440.0
Breu Branco,-,-,-,-,-,-,-,-,-,-,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,28312,19.0
Goianésia do Pará,-,-,35,-,-,-,-,-,-,92,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,28312,59.0
Itupiranga,-,-,11,-,-,-,-,-,-,-,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,28312,26.0
Jacundá,-,-,18,-,-,-,-,-,-,216,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,28312,106.0
Nova Ipixuna,-,-,-,-,-,-,-,-,-,-,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,28312,
Novo Repartimento,-,-,20,-,-,-,-,-,-,127,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,28312,27.0
Tucuruí,-,-,101,-,-,-,-,502,-,220,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,28312,203.0
Fonte: MEC - INEP,,,,,,,,,,,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,28312,
Elaboração: FAPESPA,,,,,,,,,,,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,28312,
RI Lago de Tucuruí,-,-,185,-,-,-,-,502,-,655,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,249835,10110.0
Breu Branco,-,-,-,-,-,-,-,-,-,-,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,249835,1381.0
Goianésia do Pará,-,-,35,-,-,-,-,-,-,92,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,249835,871.0
Itupiranga,-,-,11,-,-,-,-,-,-,-,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,249835,1504.0
Jacundá,-,-,18,-,-,-,-,-,-,216,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,249835,1200.0
