Par,978,0,22,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba,variavel,valor
Rio Capim,-,-,-,1 Pará,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 para",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 para.xlsx",RIS,04,9400000000000000.0
Tapajós,-,-,-,1 Pará,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 para",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 para.xlsx",RIS,04,8.0
Tocantins,-,-,-,1 Pará,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 para",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 para.xlsx",RIS,04,9500000000000000.0
Xingu,-,-,-,1 Pará,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 para",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 para.xlsx",RIS,04,1.7833333333333332e+16
Fonte: MEC - INEP,,,,1 Pará,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 para",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 para.xlsx",RIS,04,
Elaboração: FAPESPA,,,,1 Pará,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 para",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 para.xlsx",RIS,04,
Araguaia,-,-,-,1 Pará,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 para",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 para.xlsx",RIS,19,1.7533333333333334e+16
Baixo Amazonas,-,-,-,1 Pará,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 para",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 para.xlsx",RIS,19,1.4307692307692306e+16
Carajás,-,-,-,1 Pará,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 para",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 para.xlsx",RIS,19,265.0
Guajará,98.8,0,1.2,1 Pará,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 para",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 para.xlsx",RIS,19,15.0
Guamá,-,-,-,1 Pará,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 para",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 para.xlsx",RIS,19,12.0
Lago de Tucuruí,-,-,-,1 Pará,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 para",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 para.xlsx",RIS,19,1.3285714285714284e+16
Marajó,-,-,-,1 Pará,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 para",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 para.xlsx",RIS,19,3.2705882352941176e+16
Rio Caeté,-,-,-,1 Pará,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 para",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 para.xlsx",RIS,19,4286666666666666.0
Rio Capim,-,-,-,1 Pará,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 para",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 para.xlsx",RIS,19,4475.0
Tapajós,-,-,-,1 Pará,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 para",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 para.xlsx",RIS,19,2.6833333333333336e+16
Tocantins,-,-,-,1 Pará,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 para",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 para.xlsx",RIS,19,8299999999999998.0
Xingu,-,-,-,1 Pará,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 para",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 para.xlsx",RIS,19,4600000000000001.0
Fonte: MEC - INEP,,,,1 Pará,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 para",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 para.xlsx",RIS,19,
Elaboração: FAPESPA,,,,1 Pará,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 para",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 para.xlsx",RIS,19,
