EstadoMunicpios,Masculino,Feminino,Razo_de_Sexos,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Irituia,16925.0,15815.0,1.0701865317736324e+16,10 Rio Capim,2,População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_rio_capim,20,Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_rio_capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_rio_capim.xlsx,Rio Capim
Mãe do Rio,18566.0,18907.0,9819643518273656.0,10 Rio Capim,2,População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_rio_capim,20,Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_rio_capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_rio_capim.xlsx,Rio Capim
Nova Esperança do Piriá,10979.0,10325.0,1.0633414043583536e+16,10 Rio Capim,2,População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_rio_capim,20,Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_rio_capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_rio_capim.xlsx,Rio Capim
Ourém,9555.0,9228.0,1.0354356306892068e+16,10 Rio Capim,2,População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_rio_capim,20,Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_rio_capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_rio_capim.xlsx,Rio Capim
Paragominas,56722.0,56776.0,9990488938988304.0,10 Rio Capim,2,População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_rio_capim,20,Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_rio_capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_rio_capim.xlsx,Rio Capim
Rondon do Pará,29586.0,27445.0,1.0780105665877208e+16,10 Rio Capim,2,População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_rio_capim,20,Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_rio_capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_rio_capim.xlsx,Rio Capim
Tomé-Açu,37363.0,35695.0,1.0467292337862446e+16,10 Rio Capim,2,População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_rio_capim,20,Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_rio_capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_rio_capim.xlsx,Rio Capim
Ulianópolis,19821.0,19539.0,1.014432673115308e+16,10 Rio Capim,2,População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_rio_capim,20,Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_rio_capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_rio_capim.xlsx,Rio Capim
"Fonte: DATASUS - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2025",,,,10 Rio Capim,2,População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_rio_capim,20,Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_rio_capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_rio_capim.xlsx,Rio Capim
Elaboração: FAPESPA,,,,10 Rio Capim,2,População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_rio_capim,20,Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_rio_capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_rio_capim.xlsx,Rio Capim
