EstadoMunicpios,Ovos_de_codorna_Mil_dzias,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba,variavel,valor
Elaboração: FAPESPA,,3 Baixo Amazonas,46,Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,Leite_Mil_litros,
Nota: Os dados divulgados são RESULTADOS PRELIMINARES e podem sofrer alterações até a próxima divulgação,,3 Baixo Amazonas,46,Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,Leite_Mil_litros,
Pará,29,3 Baixo Amazonas,46,Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,Ovos_de_galinha_Mil_dzias,39437.0
RI Baixo Amazonas,18,3 Baixo Amazonas,46,Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,Ovos_de_galinha_Mil_dzias,5283.0
Alenquer,-,3 Baixo Amazonas,46,Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,Ovos_de_galinha_Mil_dzias,111.0
Almeirim,-,3 Baixo Amazonas,46,Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,Ovos_de_galinha_Mil_dzias,4.0
Belterra,-,3 Baixo Amazonas,46,Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,Ovos_de_galinha_Mil_dzias,53.0
Curuá,-,3 Baixo Amazonas,46,Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,Ovos_de_galinha_Mil_dzias,20.0
Faro,-,3 Baixo Amazonas,46,Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,Ovos_de_galinha_Mil_dzias,4.0
Juruti,-,3 Baixo Amazonas,46,Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,Ovos_de_galinha_Mil_dzias,69.0
Mojuí dos Campos,-,3 Baixo Amazonas,46,Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,Ovos_de_galinha_Mil_dzias,75.0
Monte Alegre,-,3 Baixo Amazonas,46,Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,Ovos_de_galinha_Mil_dzias,126.0
Óbidos,-,3 Baixo Amazonas,46,Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,Ovos_de_galinha_Mil_dzias,68.0
Oriximiná,-,3 Baixo Amazonas,46,Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,Ovos_de_galinha_Mil_dzias,77.0
Prainha,-,3 Baixo Amazonas,46,Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,Ovos_de_galinha_Mil_dzias,6.0
Santarém,18,3 Baixo Amazonas,46,Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,Ovos_de_galinha_Mil_dzias,4661.0
Terra Santa,-,3 Baixo Amazonas,46,Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,Ovos_de_galinha_Mil_dzias,9.0
Fonte: IBGE/PPM,,3 Baixo Amazonas,46,Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,Ovos_de_galinha_Mil_dzias,
Elaboração: FAPESPA,,3 Baixo Amazonas,46,Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,Ovos_de_galinha_Mil_dzias,
Nota: Os dados divulgados são RESULTADOS PRELIMINARES e podem sofrer alterações até a próxima divulgação,,3 Baixo Amazonas,46,Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,Ovos_de_galinha_Mil_dzias,
Pará,29,3 Baixo Amazonas,46,Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,Mel_de_abelha_Quilogramas,745689.0
RI Baixo Amazonas,18,3 Baixo Amazonas,46,Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,Mel_de_abelha_Quilogramas,11954.0
Alenquer,-,3 Baixo Amazonas,46,Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,Mel_de_abelha_Quilogramas,4950.0
Almeirim,-,3 Baixo Amazonas,46,Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,Mel_de_abelha_Quilogramas,168.0
Belterra,-,3 Baixo Amazonas,46,Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,Mel_de_abelha_Quilogramas,600.0
Curuá,-,3 Baixo Amazonas,46,Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,Mel_de_abelha_Quilogramas,640.0
Faro,-,3 Baixo Amazonas,46,Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,Mel_de_abelha_Quilogramas,
Juruti,-,3 Baixo Amazonas,46,Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,Mel_de_abelha_Quilogramas,230.0
Mojuí dos Campos,-,3 Baixo Amazonas,46,Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,Mel_de_abelha_Quilogramas,550.0
Monte Alegre,-,3 Baixo Amazonas,46,Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,Mel_de_abelha_Quilogramas,990.0
Óbidos,-,3 Baixo Amazonas,46,Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,Mel_de_abelha_Quilogramas,1300.0
Oriximiná,-,3 Baixo Amazonas,46,Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,Mel_de_abelha_Quilogramas,1290.0
Prainha,-,3 Baixo Amazonas,46,Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,Mel_de_abelha_Quilogramas,127.0
Santarém,18,3 Baixo Amazonas,46,Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,Mel_de_abelha_Quilogramas,1017.0
Terra Santa,-,3 Baixo Amazonas,46,Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,Mel_de_abelha_Quilogramas,92.0
Fonte: IBGE/PPM,,3 Baixo Amazonas,46,Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,Mel_de_abelha_Quilogramas,
Elaboração: FAPESPA,,3 Baixo Amazonas,46,Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,Mel_de_abelha_Quilogramas,
Nota: Os dados divulgados são RESULTADOS PRELIMINARES e podem sofrer alterações até a próxima divulgação,,3 Baixo Amazonas,46,Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,Mel_de_abelha_Quilogramas,
