EstadoMunicpio,Codornas,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba,variavel,valor
Piçarra,-,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás,Bovino,407690.0
São Domingos do Araguaia,-,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás,Bovino,180616.0
São Geraldo do Araguaia,-,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás,Bovino,385033.0
São João do Araguaia,-,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás,Bovino,121088.0
Fonte: IBGE/PPM,,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás,Bovino,
Elaboração: FAPESPA,,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás,Bovino,
Nota: Os dados divulgados são RESULTADOS PRELIMINARES e podem sofrer alterações até a próxima divulgação,,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás,Bovino,
Pará,1980,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás,Bubalino,775075.0
RI Carajás,0,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás,Bubalino,2174.0
Bom Jesus do Tocantins,-,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás,Bubalino,78.0
Brejo Grande do Araguaia,-,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás,Bubalino,17.0
Canaã dos Carajás,-,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás,Bubalino,78.0
Curionópolis,-,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás,Bubalino,220.0
Eldorado do Carajás,-,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás,Bubalino,120.0
Marabá,-,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás,Bubalino,698.0
Palestina do Pará,-,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás,Bubalino,306.0
Parauapebas,-,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás,Bubalino,116.0
Piçarra,-,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás,Bubalino,118.0
São Domingos do Araguaia,-,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás,Bubalino,98.0
São Geraldo do Araguaia,-,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás,Bubalino,106.0
São João do Araguaia,-,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás,Bubalino,219.0
Fonte: IBGE/PPM,,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás,Bubalino,
Elaboração: FAPESPA,,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás,Bubalino,
Nota: Os dados divulgados são RESULTADOS PRELIMINARES e podem sofrer alterações até a próxima divulgação,,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás,Bubalino,
Pará,1980,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás,Equino,499639.0
RI Carajás,0,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás,Equino,66861.0
Bom Jesus do Tocantins,-,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás,Equino,3735.0
Brejo Grande do Araguaia,-,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás,Equino,2100.0
Canaã dos Carajás,-,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás,Equino,3045.0
Curionópolis,-,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás,Equino,3150.0
Eldorado do Carajás,-,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás,Equino,8583.0
Marabá,-,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás,Equino,19010.0
Palestina do Pará,-,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás,Equino,1574.0
Parauapebas,-,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás,Equino,3673.0
Piçarra,-,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás,Equino,8274.0
São Domingos do Araguaia,-,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás,Equino,3660.0
São Geraldo do Araguaia,-,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás,Equino,7080.0
São João do Araguaia,-,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás,Equino,2977.0
Fonte: IBGE/PPM,,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás,Equino,
Elaboração: FAPESPA,,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás,Equino,
Nota: Os dados divulgados são RESULTADOS PRELIMINARES e podem sofrer alterações até a próxima divulgação,,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás,Equino,
Pará,1980,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás,Suno__total,587143.0
RI Carajás,0,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás,Suno__total,59806.0
Bom Jesus do Tocantins,-,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás,Suno__total,2330.0
Brejo Grande do Araguaia,-,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás,Suno__total,2630.0
Canaã dos Carajás,-,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás,Suno__total,2896.0
Curionópolis,-,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás,Suno__total,530.0
Eldorado do Carajás,-,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás,Suno__total,5390.0
Marabá,-,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás,Suno__total,21270.0
Palestina do Pará,-,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás,Suno__total,2850.0
Parauapebas,-,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás,Suno__total,3600.0
Piçarra,-,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás,Suno__total,5850.0
São Domingos do Araguaia,-,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás,Suno__total,3210.0
São Geraldo do Araguaia,-,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás,Suno__total,6630.0
São João do Araguaia,-,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás,Suno__total,2620.0
Fonte: IBGE/PPM,,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás,Suno__total,
Elaboração: FAPESPA,,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás,Suno__total,
Nota: Os dados divulgados são RESULTADOS PRELIMINARES e podem sofrer alterações até a próxima divulgação,,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás,Suno__total,
Pará,1980,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás,Suno__matrizes_de_sunos,93157.0
RI Carajás,0,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás,Suno__matrizes_de_sunos,15097.0
Bom Jesus do Tocantins,-,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás,Suno__matrizes_de_sunos,885.0
Brejo Grande do Araguaia,-,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás,Suno__matrizes_de_sunos,440.0
Canaã dos Carajás,-,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás,Suno__matrizes_de_sunos,450.0
Curionópolis,-,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás,Suno__matrizes_de_sunos,150.0
Eldorado do Carajás,-,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás,Suno__matrizes_de_sunos,1400.0
