EstadoMunicpios,Ovos_de_codorna_Mil_dzias,Mel_de_abelha_Quilogramas,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba,variavel,valor
Nota: Os dados divulgados são RESULTADOS PRELIMINARES e podem sofrer alterações até a próxima divulgação,,,4 Carajás,46,Producao de Origem Animal por Tipo - 2024 ri carajas,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri carajas.xlsx,Carajás,Leite_Mil_litros,
Pará,29,745689,4 Carajás,46,Producao de Origem Animal por Tipo - 2024 ri carajas,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri carajas.xlsx,Carajás,Ovos_de_galinha_Mil_dzias,39437.0
RI Carajás,0,50050,4 Carajás,46,Producao de Origem Animal por Tipo - 2024 ri carajas,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri carajas.xlsx,Carajás,Ovos_de_galinha_Mil_dzias,792.0
Bom Jesus do Tocantins,-,650,4 Carajás,46,Producao de Origem Animal por Tipo - 2024 ri carajas,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri carajas.xlsx,Carajás,Ovos_de_galinha_Mil_dzias,54.0
Brejo Grande do Araguaia,-,-,4 Carajás,46,Producao de Origem Animal por Tipo - 2024 ri carajas,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri carajas.xlsx,Carajás,Ovos_de_galinha_Mil_dzias,24.0
Canaã dos Carajás,-,5000,4 Carajás,46,Producao de Origem Animal por Tipo - 2024 ri carajas,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri carajas.xlsx,Carajás,Ovos_de_galinha_Mil_dzias,26.0
Curionópolis,-,5900,4 Carajás,46,Producao de Origem Animal por Tipo - 2024 ri carajas,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri carajas.xlsx,Carajás,Ovos_de_galinha_Mil_dzias,23.0
Eldorado do Carajás,-,15000,4 Carajás,46,Producao de Origem Animal por Tipo - 2024 ri carajas,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri carajas.xlsx,Carajás,Ovos_de_galinha_Mil_dzias,120.0
Marabá,-,18500,4 Carajás,46,Producao de Origem Animal por Tipo - 2024 ri carajas,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri carajas.xlsx,Carajás,Ovos_de_galinha_Mil_dzias,295.0
Palestina do Pará,-,-,4 Carajás,46,Producao de Origem Animal por Tipo - 2024 ri carajas,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri carajas.xlsx,Carajás,Ovos_de_galinha_Mil_dzias,22.0
Parauapebas,-,5000,4 Carajás,46,Producao de Origem Animal por Tipo - 2024 ri carajas,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri carajas.xlsx,Carajás,Ovos_de_galinha_Mil_dzias,47.0
Piçarra,-,-,4 Carajás,46,Producao de Origem Animal por Tipo - 2024 ri carajas,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri carajas.xlsx,Carajás,Ovos_de_galinha_Mil_dzias,33.0
São Domingos do Araguaia,-,-,4 Carajás,46,Producao de Origem Animal por Tipo - 2024 ri carajas,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri carajas.xlsx,Carajás,Ovos_de_galinha_Mil_dzias,69.0
São Geraldo do Araguaia,-,-,4 Carajás,46,Producao de Origem Animal por Tipo - 2024 ri carajas,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri carajas.xlsx,Carajás,Ovos_de_galinha_Mil_dzias,47.0
São João do Araguaia,-,-,4 Carajás,46,Producao de Origem Animal por Tipo - 2024 ri carajas,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri carajas.xlsx,Carajás,Ovos_de_galinha_Mil_dzias,32.0
Fonte: IBGE/PPM,,,4 Carajás,46,Producao de Origem Animal por Tipo - 2024 ri carajas,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri carajas.xlsx,Carajás,Ovos_de_galinha_Mil_dzias,
Elaboração: FAPESPA,,,4 Carajás,46,Producao de Origem Animal por Tipo - 2024 ri carajas,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri carajas.xlsx,Carajás,Ovos_de_galinha_Mil_dzias,
Nota: Os dados divulgados são RESULTADOS PRELIMINARES e podem sofrer alterações até a próxima divulgação,,,4 Carajás,46,Producao de Origem Animal por Tipo - 2024 ri carajas,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri carajas.xlsx,Carajás,Ovos_de_galinha_Mil_dzias,
