EstadoMunicpios,bitos_por_Agresses_,Populao_Total,Taxa_de_Homicdio_100_Mil_habitantes,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Irituia,7.0,32698.0,2.140803718881889e+16,10 Rio Capim,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio capim",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio capim.xlsx",Rio Capim
Mãe do Rio,16.0,37048.0,4318721658389117.0,10 Rio Capim,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio capim",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio capim.xlsx",Rio Capim
Nova Esperança do Piriá,7.0,21259.0,3.2927230819888044e+16,10 Rio Capim,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio capim",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio capim.xlsx",Rio Capim
Ourém,3.0,18675.0,1606425702811245.0,10 Rio Capim,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio capim",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio capim.xlsx",Rio Capim
Paragominas,41.0,112843.0,3633366713043787.0,10 Rio Capim,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio capim",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio capim.xlsx",Rio Capim
Rondon do Pará,18.0,56593.0,3180605375223084.0,10 Rio Capim,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio capim",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio capim.xlsx",Rio Capim
Tomé-Açu,22.0,72326.0,3041783037911678.0,10 Rio Capim,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio capim",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio capim.xlsx",Rio Capim
Ulianópolis,16.0,39576.0,4042854255104103.0,10 Rio Capim,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio capim",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio capim.xlsx",Rio Capim
Fonte: DATASUS,,,,10 Rio Capim,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio capim",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio capim.xlsx",Rio Capim
Elaboração: FAPESPA,,,,10 Rio Capim,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio capim",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio capim.xlsx",Rio Capim
*Dados Preliminares extraídos em Outubro/2025.,,,,10 Rio Capim,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio capim",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio capim.xlsx",Rio Capim
