Municpios,Nome_do_Hospital,Tipo,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Irituia,HOSPITAL MUNICIPAL DE IRITUIA ,Hospital Geral,10 Rio Capim,19,Caracterização Hospitalar por  Tipo - 2025 ri rio capim,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri rio capim.xlsx,Rio Capim
Mãe do Rio,HOSPITAL MUNICIPAL DR SILAS FREITAS ,Hospital Geral,10 Rio Capim,19,Caracterização Hospitalar por  Tipo - 2025 ri rio capim,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri rio capim.xlsx,Rio Capim
Nova Esperança do Piriá,HOSPITAL E MATERNIDADE MUNICIPAL RUBEN ALFREDO TUTAYA MENESE ,Hospital Geral,10 Rio Capim,19,Caracterização Hospitalar por  Tipo - 2025 ri rio capim,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri rio capim.xlsx,Rio Capim
Ourém,HOSPITAL MUNICIPAL LUIZ CARLOS DE SOUSA ,Hospital Geral,10 Rio Capim,19,Caracterização Hospitalar por  Tipo - 2025 ri rio capim,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri rio capim.xlsx,Rio Capim
Paragominas,CASA DE SAUDE DE PARAGOMINAS ,Hospital Geral,10 Rio Capim,19,Caracterização Hospitalar por  Tipo - 2025 ri rio capim,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri rio capim.xlsx,Rio Capim
,DIAGNOSE CENTRO MEDICO E DIAGNOSTICO LTDA ,Hospital Geral,10 Rio Capim,19,Caracterização Hospitalar por  Tipo - 2025 ri rio capim,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri rio capim.xlsx,Rio Capim
,HOSPITAL GERAL DE PARAGOMINAS ,Hospital Geral,10 Rio Capim,19,Caracterização Hospitalar por  Tipo - 2025 ri rio capim,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri rio capim.xlsx,Rio Capim
,HOSPITAL MUNICIPAL DE PARAGOMINAS ,Hospital Geral,10 Rio Capim,19,Caracterização Hospitalar por  Tipo - 2025 ri rio capim,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri rio capim.xlsx,Rio Capim
,HOSPITAL REGIONAL PUBLICO DO LESTE DO PARA ,Hospital Geral,10 Rio Capim,19,Caracterização Hospitalar por  Tipo - 2025 ri rio capim,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri rio capim.xlsx,Rio Capim
,HOSPITAL SAO PAULO ,Hospital Geral,10 Rio Capim,19,Caracterização Hospitalar por  Tipo - 2025 ri rio capim,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri rio capim.xlsx,Rio Capim
Rondon do Pará,HOSPITAL MUNICIPAL DE RONDON DO PARA ,Hospital Geral,10 Rio Capim,19,Caracterização Hospitalar por  Tipo - 2025 ri rio capim,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri rio capim.xlsx,Rio Capim
,HOSPITAL SAO JOSE ,Hospital Geral,10 Rio Capim,19,Caracterização Hospitalar por  Tipo - 2025 ri rio capim,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri rio capim.xlsx,Rio Capim
Tomé-Açu,HOSPITAL AMAZONIA DE QUATRO BOCAS ,Hospital Geral,10 Rio Capim,19,Caracterização Hospitalar por  Tipo - 2025 ri rio capim,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri rio capim.xlsx,Rio Capim
,HOSPITAL MUNICIPAL DE TOME ACU ,Hospital Geral,10 Rio Capim,19,Caracterização Hospitalar por  Tipo - 2025 ri rio capim,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri rio capim.xlsx,Rio Capim
,INSTITUTO SOL NASCENTE ,Hospital Geral,10 Rio Capim,19,Caracterização Hospitalar por  Tipo - 2025 ri rio capim,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri rio capim.xlsx,Rio Capim
Ulianópolis,HOSPITAL MUNICIPAL DE ULIANOPOLIS ,Hospital Geral,10 Rio Capim,19,Caracterização Hospitalar por  Tipo - 2025 ri rio capim,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri rio capim.xlsx,Rio Capim
,HOSPITAL SAO FRANCISCO ,Hospital Geral,10 Rio Capim,19,Caracterização Hospitalar por  Tipo - 2025 ri rio capim,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri rio capim.xlsx,Rio Capim
Fonte: DATASUS,,,10 Rio Capim,19,Caracterização Hospitalar por  Tipo - 2025 ri rio capim,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri rio capim.xlsx,Rio Capim
Elaboração: FAPESPA,,,10 Rio Capim,19,Caracterização Hospitalar por  Tipo - 2025 ri rio capim,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri rio capim.xlsx,Rio Capim
*Nota: Dados referentes a Novembro/2025.,,,10 Rio Capim,19,Caracterização Hospitalar por  Tipo - 2025 ri rio capim,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri rio capim.xlsx,Rio Capim
