EstadoMunicpios,Mdicos,Assistente_Social,Bioqumico_farmacutico,Cirurgio_Geral,Clnico_Geral,Enfermeiro,Fisioterapeuta,Fonoaudilogo,Gineco_Obstetra,Mdico_de_Famlia,Nutricionista,Odontlogo,Pediatra,Psiclogo,Psiquiatra,Radiologista,Sanitarista,Outras_especialidades_mdicas,Outras_ocupaes_de_nvel_superior_relac__Sade,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Irituia,18.0,9.0,3.0,0.0,5.0,30.0,5.0,0.0,0.0,11.0,3.0,11.0,0.0,3.0,0.0,1.0,0.0,1.0,10.0,10 Rio Capim,20,Médicos e Profissionais de Ensino Superior na Área da Saúde - 2025 ri rio capim,20,Tabela 20 - Médicos e Profissionais de Ensino Superior na Área da Saúde - 2025 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 20 - Médicos e Profissionais de Ensino Superior na Área da Saúde - 2025 ri rio capim.xlsx,Rio Capim
Mãe do Rio,21.0,5.0,2.0,1.0,9.0,24.0,8.0,0.0,0.0,7.0,3.0,8.0,0.0,7.0,1.0,0.0,0.0,3.0,5.0,10 Rio Capim,20,Médicos e Profissionais de Ensino Superior na Área da Saúde - 2025 ri rio capim,20,Tabela 20 - Médicos e Profissionais de Ensino Superior na Área da Saúde - 2025 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 20 - Médicos e Profissionais de Ensino Superior na Área da Saúde - 2025 ri rio capim.xlsx,Rio Capim
Nova Esperança do Piriá,10.0,3.0,1.0,0.0,4.0,18.0,2.0,0.0,0.0,5.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,10 Rio Capim,20,Médicos e Profissionais de Ensino Superior na Área da Saúde - 2025 ri rio capim,20,Tabela 20 - Médicos e Profissionais de Ensino Superior na Área da Saúde - 2025 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 20 - Médicos e Profissionais de Ensino Superior na Área da Saúde - 2025 ri rio capim.xlsx,Rio Capim
Ourém,7.0,2.0,1.0,0.0,2.0,14.0,6.0,0.0,0.0,4.0,3.0,10.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,10 Rio Capim,20,Médicos e Profissionais de Ensino Superior na Área da Saúde - 2025 ri rio capim,20,Tabela 20 - Médicos e Profissionais de Ensino Superior na Área da Saúde - 2025 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 20 - Médicos e Profissionais de Ensino Superior na Área da Saúde - 2025 ri rio capim.xlsx,Rio Capim
Paragominas,117.0,18.0,20.0,2.0,44.0,152.0,26.0,6.0,4.0,36.0,13.0,61.0,9.0,24.0,1.0,2.0,0.0,18.0,17.0,10 Rio Capim,20,Médicos e Profissionais de Ensino Superior na Área da Saúde - 2025 ri rio capim,20,Tabela 20 - Médicos e Profissionais de Ensino Superior na Área da Saúde - 2025 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 20 - Médicos e Profissionais de Ensino Superior na Área da Saúde - 2025 ri rio capim.xlsx,Rio Capim
Rondon do Pará,12.0,5.0,3.0,0.0,6.0,21.0,4.0,1.0,0.0,5.0,2.0,18.0,1.0,4.0,0.0,0.0,0.0,0.0,11.0,10 Rio Capim,20,Médicos e Profissionais de Ensino Superior na Área da Saúde - 2025 ri rio capim,20,Tabela 20 - Médicos e Profissionais de Ensino Superior na Área da Saúde - 2025 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 20 - Médicos e Profissionais de Ensino Superior na Área da Saúde - 2025 ri rio capim.xlsx,Rio Capim
Tomé-Açu,24.0,8.0,3.0,0.0,10.0,50.0,7.0,1.0,0.0,11.0,5.0,23.0,2.0,7.0,0.0,0.0,0.0,1.0,12.0,10 Rio Capim,20,Médicos e Profissionais de Ensino Superior na Área da Saúde - 2025 ri rio capim,20,Tabela 20 - Médicos e Profissionais de Ensino Superior na Área da Saúde - 2025 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 20 - Médicos e Profissionais de Ensino Superior na Área da Saúde - 2025 ri rio capim.xlsx,Rio Capim
Ulianópolis,42.0,8.0,4.0,0.0,20.0,52.0,5.0,2.0,0.0,10.0,5.0,16.0,1.0,5.0,1.0,3.0,0.0,7.0,8.0,10 Rio Capim,20,Médicos e Profissionais de Ensino Superior na Área da Saúde - 2025 ri rio capim,20,Tabela 20 - Médicos e Profissionais de Ensino Superior na Área da Saúde - 2025 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 20 - Médicos e Profissionais de Ensino Superior na Área da Saúde - 2025 ri rio capim.xlsx,Rio Capim
Fonte: DATASUS,,,,,,,,,,,,,,,,,,,,10 Rio Capim,20,Médicos e Profissionais de Ensino Superior na Área da Saúde - 2025 ri rio capim,20,Tabela 20 - Médicos e Profissionais de Ensino Superior na Área da Saúde - 2025 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 20 - Médicos e Profissionais de Ensino Superior na Área da Saúde - 2025 ri rio capim.xlsx,Rio Capim
Elaboração: FAPESPA,,,,,,,,,,,,,,,,,,,,10 Rio Capim,20,Médicos e Profissionais de Ensino Superior na Área da Saúde - 2025 ri rio capim,20,Tabela 20 - Médicos e Profissionais de Ensino Superior na Área da Saúde - 2025 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 20 - Médicos e Profissionais de Ensino Superior na Área da Saúde - 2025 ri rio capim.xlsx,Rio Capim
*Nota: Dados referentes a Outubro/2025.,,,,,,,,,,,,,,,,,,,,10 Rio Capim,20,Médicos e Profissionais de Ensino Superior na Área da Saúde - 2025 ri rio capim,20,Tabela 20 - Médicos e Profissionais de Ensino Superior na Área da Saúde - 2025 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 20 - Médicos e Profissionais de Ensino Superior na Área da Saúde - 2025 ri rio capim.xlsx,Rio Capim
