EstadoMunicpios,Ovos_de_codorna_Mil_dzias,Mel_de_abelha_Quilogramas,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba,variavel,valor
Moju,-,480,12 Tocantins,46,Producao de Origem Animal por Tipo - 2024 ri tocantins,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri tocantins.xlsx,Tocantins,Leite_Mil_litros,410.0
Tailândia,-,1550,12 Tocantins,46,Producao de Origem Animal por Tipo - 2024 ri tocantins,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri tocantins.xlsx,Tocantins,Leite_Mil_litros,1800.0
Fonte: IBGE/PPM,,,12 Tocantins,46,Producao de Origem Animal por Tipo - 2024 ri tocantins,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri tocantins.xlsx,Tocantins,Leite_Mil_litros,
Elaboração: FAPESPA,,,12 Tocantins,46,Producao de Origem Animal por Tipo - 2024 ri tocantins,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri tocantins.xlsx,Tocantins,Leite_Mil_litros,
Nota: Os dados divulgados são RESULTADOS PRELIMINARES e podem sofrer alterações até a próxima divulgação,,,12 Tocantins,46,Producao de Origem Animal por Tipo - 2024 ri tocantins,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri tocantins.xlsx,Tocantins,Leite_Mil_litros,
Pará,29,745689,12 Tocantins,46,Producao de Origem Animal por Tipo - 2024 ri tocantins,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri tocantins.xlsx,Tocantins,Ovos_de_galinha_Mil_dzias,39437.0
RI Tocantins,0,24760,12 Tocantins,46,Producao de Origem Animal por Tipo - 2024 ri tocantins,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri tocantins.xlsx,Tocantins,Ovos_de_galinha_Mil_dzias,382.0
Abaetetuba,-,440,12 Tocantins,46,Producao de Origem Animal por Tipo - 2024 ri tocantins,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri tocantins.xlsx,Tocantins,Ovos_de_galinha_Mil_dzias,30.0
Acará,-,1100,12 Tocantins,46,Producao de Origem Animal por Tipo - 2024 ri tocantins,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri tocantins.xlsx,Tocantins,Ovos_de_galinha_Mil_dzias,135.0
Baião,-,3600,12 Tocantins,46,Producao de Origem Animal por Tipo - 2024 ri tocantins,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri tocantins.xlsx,Tocantins,Ovos_de_galinha_Mil_dzias,32.0
Barcarena,-,-,12 Tocantins,46,Producao de Origem Animal por Tipo - 2024 ri tocantins,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri tocantins.xlsx,Tocantins,Ovos_de_galinha_Mil_dzias,9.0
Cametá,-,15000,12 Tocantins,46,Producao de Origem Animal por Tipo - 2024 ri tocantins,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri tocantins.xlsx,Tocantins,Ovos_de_galinha_Mil_dzias,41.0
Igarapé-Miri,-,490,12 Tocantins,46,Producao de Origem Animal por Tipo - 2024 ri tocantins,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri tocantins.xlsx,Tocantins,Ovos_de_galinha_Mil_dzias,21.0
Limoeiro do Ajuru,-,2100,12 Tocantins,46,Producao de Origem Animal por Tipo - 2024 ri tocantins,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri tocantins.xlsx,Tocantins,Ovos_de_galinha_Mil_dzias,24.0
Mocajuba,-,-,12 Tocantins,46,Producao de Origem Animal por Tipo - 2024 ri tocantins,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri tocantins.xlsx,Tocantins,Ovos_de_galinha_Mil_dzias,13.0
Moju,-,480,12 Tocantins,46,Producao de Origem Animal por Tipo - 2024 ri tocantins,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri tocantins.xlsx,Tocantins,Ovos_de_galinha_Mil_dzias,56.0
Tailândia,-,1550,12 Tocantins,46,Producao de Origem Animal por Tipo - 2024 ri tocantins,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri tocantins.xlsx,Tocantins,Ovos_de_galinha_Mil_dzias,21.0
Fonte: IBGE/PPM,,,12 Tocantins,46,Producao de Origem Animal por Tipo - 2024 ri tocantins,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri tocantins.xlsx,Tocantins,Ovos_de_galinha_Mil_dzias,
Elaboração: FAPESPA,,,12 Tocantins,46,Producao de Origem Animal por Tipo - 2024 ri tocantins,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri tocantins.xlsx,Tocantins,Ovos_de_galinha_Mil_dzias,
Nota: Os dados divulgados são RESULTADOS PRELIMINARES e podem sofrer alterações até a próxima divulgação,,,12 Tocantins,46,Producao de Origem Animal por Tipo - 2024 ri tocantins,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri tocantins.xlsx,Tocantins,Ovos_de_galinha_Mil_dzias,
