EstadoMunicpios,Populao_Estimada_Total__2025,rea_Territorial_km__2024,Densidade_Demogrfica_habkm,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Quatipuru,11838.0,302586.0,391227617933414.0,9 Rio Caeté,1,"População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_rio_caeté",20,"Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_rio_caeté","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_rio_caeté.xlsx",Rio Caeté
Salinópolis,48663.0,22612.0,2.1520873872280204e+16,9 Rio Caeté,1,"População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_rio_caeté",20,"Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_rio_caeté","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_rio_caeté.xlsx",Rio Caeté
Santa Luzia do Pará,21295.0,1346502.0,1.58150526326734e+16,9 Rio Caeté,1,"População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_rio_caeté",20,"Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_rio_caeté","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_rio_caeté.xlsx",Rio Caeté
Santarém Novo,6355.0,22951.0,2.7689425297372664e+16,9 Rio Caeté,1,"População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_rio_caeté",20,"Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_rio_caeté","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_rio_caeté.xlsx",Rio Caeté
São João de Pirabas,21477.0,668058.0,3.2148406276101772e+16,9 Rio Caeté,1,"População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_rio_caeté",20,"Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_rio_caeté","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_rio_caeté.xlsx",Rio Caeté
Tracuateua,30494.0,868025.0,3513032458742548.0,9 Rio Caeté,1,"População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_rio_caeté",20,"Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_rio_caeté","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_rio_caeté.xlsx",Rio Caeté
Viseu,62189.0,4972936.0,1250548971472788.0,9 Rio Caeté,1,"População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_rio_caeté",20,"Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_rio_caeté","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_rio_caeté.xlsx",Rio Caeté
Fonte: IBGE - Censo Demográfico,,,,9 Rio Caeté,1,"População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_rio_caeté",20,"Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_rio_caeté","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_rio_caeté.xlsx",Rio Caeté
Elaboração: FAPESPA,,,,9 Rio Caeté,1,"População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_rio_caeté",20,"Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_rio_caeté","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_rio_caeté.xlsx",Rio Caeté
Nota¹: Último ano de registro do dado.,,,,9 Rio Caeté,1,"População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_rio_caeté",20,"Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_rio_caeté","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_rio_caeté.xlsx",Rio Caeté
