EstadoMunicpio,Bovino,Bubalino,Equino,Suno__total,Suno__matrizes_de_sunos,Caprino,Ovino,Galinceos__Total,Galinceos__galinhas,Codornas,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Quatipuru,824.0,1563.0,65.0,108.0,13.0,2.0,6.0,2365.0,900.0,-,9 Rio Caeté,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri caete,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri caete.xlsx,Rio Caeté
Salinópolis,135.0,,14.0,180.0,22.0,,111.0,2980.0,1024.0,-,9 Rio Caeté,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri caete,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri caete.xlsx,Rio Caeté
Santa Luzia do Pará,72491.0,249.0,1225.0,1000.0,79.0,225.0,1005.0,13660.0,4114.0,-,9 Rio Caeté,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri caete,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri caete.xlsx,Rio Caeté
Santarém Novo,2971.0,6.0,111.0,615.0,15.0,1.0,24.0,1988.0,700.0,-,9 Rio Caeté,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri caete,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri caete.xlsx,Rio Caeté
São João de Pirabas,5443.0,,179.0,181.0,17.0,13.0,157.0,4726.0,640.0,-,9 Rio Caeté,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri caete,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri caete.xlsx,Rio Caeté
Tracuateua,15684.0,1457.0,795.0,1545.0,118.0,395.0,248.0,29800.0,3590.0,-,9 Rio Caeté,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri caete,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri caete.xlsx,Rio Caeté
Viseu,121331.0,5043.0,1941.0,2386.0,150.0,585.0,1204.0,48320.0,5210.0,-,9 Rio Caeté,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri caete,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri caete.xlsx,Rio Caeté
Fonte: IBGE/PPM,,,,,,,,,,,9 Rio Caeté,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri caete,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri caete.xlsx,Rio Caeté
Elaboração: FAPESPA,,,,,,,,,,,9 Rio Caeté,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri caete,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri caete.xlsx,Rio Caeté
Nota: Os dados divulgados são RESULTADOS PRELIMINARES e podem sofrer alterações até a próxima divulgação,,,,,,,,,,,9 Rio Caeté,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri caete,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri caete.xlsx,Rio Caeté
