tema;indicador;ri;localidade;nivel1;nivel2;nivel3;ano;valor
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Pará;Lago de Tucuruí;ICMS;Repasse;-;2023;1,63870500910000e+08
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Pará;Lago de Tucuruí;ICMS;Repasse;-;2024;2,17158815930000e+08
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Pará;Marajó;ICMS;Repasse;-;2015;5,82252925700000e+07
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Pará;Marajó;ICMS;Repasse;-;2016;6,27099584000000e+07
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Pará;Marajó;ICMS;Repasse;-;2018;6,35403176000000e+07
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Pará;Marajó;ICMS;Repasse;-;2019;6,97904303000000e+07
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Pará;Marajó;ICMS;Repasse;-;2020;7,85671803700000e+07
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Pará;Marajó;ICMS;Repasse;-;2021;1,01515932160000e+08
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Pará;Marajó;ICMS;Repasse;-;2022;1,27765049640000e+08
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Pará;Marajó;ICMS;Repasse;-;2023;1,32894858640000e+08
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Pará;Marajó;ICMS;Repasse;-;2024;2,00097383400000e+08
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Pará;Rio Caeté;ICMS;Repasse;-;2015;5,29674903300000e+07
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Pará;Rio Caeté;ICMS;Repasse;-;2016;5,26279715400000e+07
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Pará;Rio Caeté;ICMS;Repasse;-;2018;6,13568015300000e+07
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Pará;Rio Caeté;ICMS;Repasse;-;2019;6,90583628600000e+07
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Pará;Rio Caeté;ICMS;Repasse;-;2020;7,71006333400000e+07
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Pará;Rio Caeté;ICMS;Repasse;-;2021;9,34283289700000e+07
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Pará;Rio Caeté;ICMS;Repasse;-;2022;1,06202636670000e+08
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Pará;Rio Caeté;ICMS;Repasse;-;2023;1,01280465130000e+08
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Pará;Rio Caeté;ICMS;Repasse;-;2024;1,60477057560000e+08
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Pará;Rio Capim;ICMS;Repasse;-;2015;9,89245773800000e+07
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Pará;Rio Capim;ICMS;Repasse;-;2016;1,07473980120000e+08
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Pará;Rio Capim;ICMS;Repasse;-;2018;1,38434918780000e+08
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Pará;Rio Capim;ICMS;Repasse;-;2019;1,49097737520000e+08
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Pará;Rio Capim;ICMS;Repasse;-;2020;1,60006735410000e+08
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Pará;Rio Capim;ICMS;Repasse;-;2021;1,86525123370000e+08
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Pará;Rio Capim;ICMS;Repasse;-;2022;1,97330348590000e+08
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Pará;Rio Capim;ICMS;Repasse;-;2023;1,92431547400000e+08
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Pará;Rio Capim;ICMS;Repasse;-;2024;2,94936293610000e+08
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Pará;Tapajós;ICMS;Repasse;-;2015;4,92675553400000e+07
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Pará;Tapajós;ICMS;Repasse;-;2016;5,38378099500000e+07
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Pará;Tapajós;ICMS;Repasse;-;2018;6,33219660000000e+07
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Pará;Tapajós;ICMS;Repasse;-;2019;8,44317793400000e+07
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Pará;Tapajós;ICMS;Repasse;-;2020;1,15018191550000e+08
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Pará;Tapajós;ICMS;Repasse;-;2021;1,53349113630000e+08
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Pará;Tapajós;ICMS;Repasse;-;2022;1,83980162010000e+08
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Pará;Tapajós;ICMS;Repasse;-;2023;1,78290501550000e+08
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Pará;Tapajós;ICMS;Repasse;-;2024;2,19508097910000e+08
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Pará;Tocantins;ICMS;Repasse;-;2015;1,12945383730000e+08
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Pará;Tocantins;ICMS;Repasse;-;2016;1,35703543400000e+08
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Pará;Tocantins;ICMS;Repasse;-;2018;1,76428098350000e+08
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Pará;Tocantins;ICMS;Repasse;-;2019;1,75940210710000e+08
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Pará;Tocantins;ICMS;Repasse;-;2020;1,79302951570000e+08
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Pará;Tocantins;ICMS;Repasse;-;2021;2,19836795370000e+08
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Pará;Tocantins;ICMS;Repasse;-;2022;2,60560966100000e+08
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Pará;Tocantins;ICMS;Repasse;-;2023;2,40617649070000e+08
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Pará;Tocantins;ICMS;Repasse;-;2024;3,13759749810000e+08
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Pará;Xingu;ICMS;Repasse;-;2015;8,39301041300000e+07
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Pará;Xingu;ICMS;Repasse;-;2016;9,79969124700000e+07
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Pará;Xingu;ICMS;Repasse;-;2018;1,09612506670000e+08
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Pará;Xingu;ICMS;Repasse;-;2019;1,23475376700000e+08
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Pará;Xingu;ICMS;Repasse;-;2020;1,56740448520000e+08
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Pará;Xingu;ICMS;Repasse;-;2021;2,18996464440000e+08
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Pará;Xingu;ICMS;Repasse;-;2022;2,43862324820000e+08
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Pará;Xingu;ICMS;Repasse;-;2023;2,25053405730000e+08
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Pará;Xingu;ICMS;Repasse;-;2024;3,15813880380000e+08
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Tocantins;Abaetetuba;ICMS;Repasse;-;2015;1,03208712800000e+07
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Tocantins;Abaetetuba;ICMS;Repasse;-;2016;1,29049432000000e+07
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Tocantins;Abaetetuba;ICMS;Repasse;-;2018;1,33194480200000e+07
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Tocantins;Abaetetuba;ICMS;Repasse;-;2019;1,24451466600000e+07
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Tocantins;Abaetetuba;ICMS;Repasse;-;2020;1,43040453700000e+07
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Tocantins;Abaetetuba;ICMS;Repasse;-;2021;1,70537107500000e+07
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Tocantins;Abaetetuba;ICMS;Repasse;-;2022;1,76194124000000e+07
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Tocantins;Abaetetuba;ICMS;Repasse;-;2023;1,68510043000000e+07
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Tocantins;Abaetetuba;ICMS;Repasse;-;2024;2,39951747100000e+07
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Rio Capim;Abel Figueiredo;ICMS;Repasse;-;2015;2,33680104000000e+06
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Rio Capim;Abel Figueiredo;ICMS;Repasse;-;2016;2,21803712000000e+06
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Rio Capim;Abel Figueiredo;ICMS;Repasse;-;2018;3,05692250000000e+06
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Rio Capim;Abel Figueiredo;ICMS;Repasse;-;2019;3,17229229000000e+06
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Rio Capim;Abel Figueiredo;ICMS;Repasse;-;2020;3,54414724000000e+06
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Rio Capim;Abel Figueiredo;ICMS;Repasse;-;2021;4,49899412000000e+06
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Rio Capim;Abel Figueiredo;ICMS;Repasse;-;2022;4,58729028000000e+06
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Rio Capim;Abel Figueiredo;ICMS;Repasse;-;2023;4,49273216000000e+06
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Rio Capim;Abel Figueiredo;ICMS;Repasse;-;2024;8,53956666000000e+06
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Tocantins;Acará;ICMS;Repasse;-;2015;4,47886868000000e+06
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Tocantins;Acará;ICMS;Repasse;-;2016;5,04099345000000e+06
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Tocantins;Acará;ICMS;Repasse;-;2018;5,89549338000000e+06
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Tocantins;Acará;ICMS;Repasse;-;2019;6,83262954000000e+06
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Tocantins;Acará;ICMS;Repasse;-;2020;7,70480925000000e+06
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Tocantins;Acará;ICMS;Repasse;-;2021;9,63639128000000e+06
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Tocantins;Acará;ICMS;Repasse;-;2022;1,03531626300000e+07
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Tocantins;Acará;ICMS;Repasse;-;2023;1,12389259300000e+07
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Tocantins;Acará;ICMS;Repasse;-;2024;1,94291520000000e+07
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Marajó;Afuá;ICMS;Repasse;-;2015;3,89466839000000e+06
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Marajó;Afuá;ICMS;Repasse;-;2016;4,63771396000000e+06
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Marajó;Afuá;ICMS;Repasse;-;2018;3,93032892000000e+06
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Marajó;Afuá;ICMS;Repasse;-;2019;4,39240471000000e+06
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Marajó;Afuá;ICMS;Repasse;-;2020;5,42951007000000e+06
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Marajó;Afuá;ICMS;Repasse;-;2021;6,55284421000000e+06
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Marajó;Afuá;ICMS;Repasse;-;2022;8,21854173000000e+06
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Marajó;Afuá;ICMS;Repasse;-;2023;8,74828826000000e+06
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Marajó;Afuá;ICMS;Repasse;-;2024;1,25197898800000e+07
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Araguaia;Água Azul do Norte;ICMS;Repasse;-;2015;7,01040312000000e+06
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Araguaia;Água Azul do Norte;ICMS;Repasse;-;2016;7,66231003000000e+06
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Araguaia;Água Azul do Norte;ICMS;Repasse;-;2018;9,17076749000000e+06
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Araguaia;Água Azul do Norte;ICMS;Repasse;-;2019;9,76089934000000e+06
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Araguaia;Água Azul do Norte;ICMS;Repasse;-;2020;1,08376718100000e+07
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Araguaia;Água Azul do Norte;ICMS;Repasse;-;2021;1,29479421100000e+07
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Araguaia;Água Azul do Norte;ICMS;Repasse;-;2022;1,37923091500000e+07
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Araguaia;Água Azul do Norte;ICMS;Repasse;-;2023;1,28394577600000e+07
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Araguaia;Água Azul do Norte;ICMS;Repasse;-;2024;1,88376051300000e+07
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Baixo Amazonas;Alenquer;ICMS;Repasse;-;2015;6,23146946000000e+06
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Baixo Amazonas;Alenquer;ICMS;Repasse;-;2016;6,45247158000000e+06
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Baixo Amazonas;Alenquer;ICMS;Repasse;-;2018;6,98725142000000e+06
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Baixo Amazonas;Alenquer;ICMS;Repasse;-;2019;7,32067451000000e+06
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Baixo Amazonas;Alenquer;ICMS;Repasse;-;2020;8,57084445000000e+06
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Baixo Amazonas;Alenquer;ICMS;Repasse;-;2021;1,05927708500000e+07
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Baixo Amazonas;Alenquer;ICMS;Repasse;-;2022;1,12313001200000e+07
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Baixo Amazonas;Alenquer;ICMS;Repasse;-;2023;1,17141639400000e+07
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Baixo Amazonas;Alenquer;ICMS;Repasse;-;2024;1,83919531500000e+07
Finanças Públicas;Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2023;Baixo Amazonas;Almeirim;ICMS;Repasse;-;2015;1,47997399400000e+07
