EstadoMunicpios,rea_Territorial_IBGEkm,rea_Cadastrvel_km,_de_rea_Cadastrvel,rea_de_CAR_km,_de_rea_de_CAR,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Irituia,13852.0,13770927.0,9941471989604388.0,10321005.0,7472.0,10 Rio Capim,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri rio capim",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri rio capim.xlsx",Rio Capim
Mãe do Rio,46934.0,469306.0,9999275578471896.0,3.750634e+16,7995.0,10 Rio Capim,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri rio capim",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri rio capim.xlsx",Rio Capim
Nova Esperança do Piriá,280819.0,1.3410148000000002e+16,4775370612387339.0,1.2914777e+16,9639.0,10 Rio Capim,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri rio capim",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri rio capim.xlsx",Rio Capim
Ourém,56171.0,5596381.0,9963114418472164.0,4565629.0,8167.0,10 Rio Capim,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri rio capim",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri rio capim.xlsx",Rio Capim
Paragominas,1934256.0,1.82781805e+16,9449721494983084.0,178340707.0,9763.0,10 Rio Capim,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri rio capim",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri rio capim.xlsx",Rio Capim
Rondon do Pará,824639.0,82259926.0,9975265055375746.0,7532099499999999.0,9157.0,10 Rio Capim,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri rio capim",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri rio capim.xlsx",Rio Capim
Tomé-Açu,514536.0,51175268.0,994590621453115.0,44608874.0,8717.0,10 Rio Capim,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri rio capim",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri rio capim.xlsx",Rio Capim
Ulianópolis,508846.0,50733139.0,9970234412769284.0,4.807115800000001e+16,9484.0,10 Rio Capim,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri rio capim",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri rio capim.xlsx",Rio Capim
Fonte: SEMAS/SICAR,,,,,,10 Rio Capim,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri rio capim",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri rio capim.xlsx",Rio Capim
Elaboração: FAPESPA,,,,,,10 Rio Capim,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri rio capim",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri rio capim.xlsx",Rio Capim
*Nota: Dados preliminares extraídos em Novembro/2025.,,,,,,10 Rio Capim,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri rio capim",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri rio capim.xlsx",Rio Capim
