EstadoMunicpios,_Participao_VA_Agropecuria,_Participao_VA_Indstria,_Participao_VA_Servios_exclusive_Administrao_Pblica,_Participao_VA_Administrao_Pblica,_Participao_VA_Total,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Irituia,2.2766034830014124e+16,4130730943462221.0,2012246954606263.0,5298076505538738.0,100.0,10 Rio Capim,39,Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri rio capim,20,Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri rio capim.xlsx,Rio Capim
Mãe do Rio,1.0200868576203388e+16,4214780416536112.0,3898418382405742.0,4.660016686304282e+16,100.0,10 Rio Capim,39,Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri rio capim,20,Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri rio capim.xlsx,Rio Capim
Nova Esperança do Piriá,5286719350908533.0,3481524809707417.0,1.3813210858155732e+16,2.983807111692913e+16,100.0,10 Rio Capim,39,Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri rio capim,20,Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri rio capim.xlsx,Rio Capim
Ourém,3.1499152793439656e+16,866140049212446.0,2131527073824005.0,3852417597619584.0,100.0,10 Rio Capim,39,Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri rio capim,20,Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri rio capim.xlsx,Rio Capim
Paragominas,1.1249917831145844e+16,4139832100219328.0,3.2873241699965036e+16,1.4478519492633286e+16,100.0,10 Rio Capim,39,Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri rio capim,20,Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri rio capim.xlsx,Rio Capim
Rondon do Pará,2.636878729761136e+16,6206032711823082.0,3303863911147775.0,3.43865408790878e+16,100.0,10 Rio Capim,39,Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri rio capim,20,Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri rio capim.xlsx,Rio Capim
Tomé-Açu,2.4042676095620744e+16,1.1672601021193972e+16,2842373635785632.0,3586098652532896.0,100.0,10 Rio Capim,39,Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri rio capim,20,Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri rio capim.xlsx,Rio Capim
Ulianópolis,709252962120543.0,7356123625156511.0,9340432696175932.0,1237814741507141.0,100.0,10 Rio Capim,39,Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri rio capim,20,Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri rio capim.xlsx,Rio Capim
Fonte: FAPESPA/IBGE,,,,,,10 Rio Capim,39,Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri rio capim,20,Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri rio capim.xlsx,Rio Capim
Elaboração: FAPESPA,,,,,,10 Rio Capim,39,Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri rio capim,20,Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri rio capim.xlsx,Rio Capim
