EstadoMunicpios,Populao_Estimada_Total__2025,rea_Territorial_km__2024,Densidade_Demogrfica_habkm,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Irituia,32740.0,1385209.0,2363542252468761.0,10 Rio Capim,1,"População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_rio_capim",20,"Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_rio_capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_rio_capim.xlsx",Rio Capim
Mãe do Rio,37473.0,469341.0,7984173553983138.0,10 Rio Capim,1,"População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_rio_capim",20,"Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_rio_capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_rio_capim.xlsx",Rio Capim
Nova Esperança do Piriá,21304.0,2808195.0,7586367755800434.0,10 Rio Capim,1,"População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_rio_capim",20,"Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_rio_capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_rio_capim.xlsx",Rio Capim
Ourém,18783.0,56171.0,3.3438963166046532e+16,10 Rio Capim,1,"População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_rio_capim",20,"Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_rio_capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_rio_capim.xlsx",Rio Capim
Paragominas,113498.0,19342565.0,5867784339874262.0,10 Rio Capim,1,"População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_rio_capim",20,"Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_rio_capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_rio_capim.xlsx",Rio Capim
Rondon do Pará,57031.0,8246394.0,6915871349343725.0,10 Rio Capim,1,"População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_rio_capim",20,"Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_rio_capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_rio_capim.xlsx",Rio Capim
Tomé-Açu,73058.0,5145361.0,1.4198809374113888e+16,10 Rio Capim,1,"População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_rio_capim",20,"Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_rio_capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_rio_capim.xlsx",Rio Capim
Ulianópolis,39360.0,5088468.0,7735137569893335.0,10 Rio Capim,1,"População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_rio_capim",20,"Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_rio_capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_rio_capim.xlsx",Rio Capim
Fonte: IBGE - Censo Demográfico,,,,10 Rio Capim,1,"População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_rio_capim",20,"Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_rio_capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_rio_capim.xlsx",Rio Capim
Elaboração: FAPESPA,,,,10 Rio Capim,1,"População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_rio_capim",20,"Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_rio_capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_rio_capim.xlsx",Rio Capim
Nota¹: Último ano de registro do dado.,,,,10 Rio Capim,1,"População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_rio_capim",20,"Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_rio_capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_ri_rio_capim.xlsx",Rio Capim
