EstadoMunicpios,0_a_4_anos,5_a_9_anos,10_a_14_anos,15_a_19_anos,20_a_29_anos,30_a_39_anos,40_a_49_anos,50_a_59_anos,60_a_69_anos,70_a_79_anos,80_anos_e_mais,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Irituia,2236.0,2445.0,2640.0,2951.0,5197.0,4848.0,4533.0,3445.0,2306.0,1458.0,681.0,10 Rio Capim,3,População_por_Faixa_Etária_-_2025_ri_rio_capim,20,Tabela 3 - População_por_Faixa_Etária_-_2025_ri_rio_capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 3 - População_por_Faixa_Etária_-_2025_ri_rio_capim.xlsx,Rio Capim
Mãe do Rio,2673.0,2882.0,3009.0,3301.0,6770.0,5983.0,5204.0,3569.0,2192.0,1320.0,570.0,10 Rio Capim,3,População_por_Faixa_Etária_-_2025_ri_rio_capim,20,Tabela 3 - População_por_Faixa_Etária_-_2025_ri_rio_capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 3 - População_por_Faixa_Etária_-_2025_ri_rio_capim.xlsx,Rio Capim
Nova Esperança do Piriá,1880.0,1937.0,1970.0,2121.0,3731.0,3310.0,2793.0,1828.0,1012.0,536.0,186.0,10 Rio Capim,3,População_por_Faixa_Etária_-_2025_ri_rio_capim,20,Tabela 3 - População_por_Faixa_Etária_-_2025_ri_rio_capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 3 - População_por_Faixa_Etária_-_2025_ri_rio_capim.xlsx,Rio Capim
Ourém,1247.0,1385.0,1496.0,1632.0,3032.0,2939.0,2698.0,1963.0,1304.0,727.0,360.0,10 Rio Capim,3,População_por_Faixa_Etária_-_2025_ri_rio_capim,20,Tabela 3 - População_por_Faixa_Etária_-_2025_ri_rio_capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 3 - População_por_Faixa_Etária_-_2025_ri_rio_capim.xlsx,Rio Capim
Paragominas,8595.0,9112.0,9188.0,10289.0,20744.0,19025.0,16274.0,10152.0,6091.0,2925.0,1103.0,10 Rio Capim,3,População_por_Faixa_Etária_-_2025_ri_rio_capim,20,Tabela 3 - População_por_Faixa_Etária_-_2025_ri_rio_capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 3 - População_por_Faixa_Etária_-_2025_ri_rio_capim.xlsx,Rio Capim
Rondon do Pará,3006.0,3332.0,3603.0,4502.0,10220.0,10156.0,8795.0,6096.0,4888.0,1718.0,715.0,10 Rio Capim,3,População_por_Faixa_Etária_-_2025_ri_rio_capim,20,Tabela 3 - População_por_Faixa_Etária_-_2025_ri_rio_capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 3 - População_por_Faixa_Etária_-_2025_ri_rio_capim.xlsx,Rio Capim
Tomé-Açu,6480.0,6681.0,6663.0,6904.0,12988.0,11615.0,9511.0,5930.0,3434.0,1963.0,889.0,10 Rio Capim,3,População_por_Faixa_Etária_-_2025_ri_rio_capim,20,Tabela 3 - População_por_Faixa_Etária_-_2025_ri_rio_capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 3 - População_por_Faixa_Etária_-_2025_ri_rio_capim.xlsx,Rio Capim
Ulianópolis,2661.0,3084.0,2828.0,2914.0,7494.0,7536.0,5970.0,3448.0,2395.0,836.0,194.0,10 Rio Capim,3,População_por_Faixa_Etária_-_2025_ri_rio_capim,20,Tabela 3 - População_por_Faixa_Etária_-_2025_ri_rio_capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 3 - População_por_Faixa_Etária_-_2025_ri_rio_capim.xlsx,Rio Capim
"Fonte: DATASUS - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2025",,,,,,,,,,,,10 Rio Capim,3,População_por_Faixa_Etária_-_2025_ri_rio_capim,20,Tabela 3 - População_por_Faixa_Etária_-_2025_ri_rio_capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 3 - População_por_Faixa_Etária_-_2025_ri_rio_capim.xlsx,Rio Capim
Elaboração: FAPESPA,,,,,,,,,,,,10 Rio Capim,3,População_por_Faixa_Etária_-_2025_ri_rio_capim,20,Tabela 3 - População_por_Faixa_Etária_-_2025_ri_rio_capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 3 - População_por_Faixa_Etária_-_2025_ri_rio_capim.xlsx,Rio Capim
