EstadoMunicpios,bitos_por_Acidentes_de_Trnsito_,Populao_Total,Taxa_de_Mortes_por_Acidentes_de_Trnsito_100000_hab,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Rio Maria,8.0,19129.0,418213184170631.0,2 Araguaia,32,"Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 ri araguaia",20,"Tabela 32 - Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 32 - Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 ri araguaia.xlsx",Araguaia
Santa Maria das Barreiras,7.0,17079.0,4.098600620645237e+16,2 Araguaia,32,"Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 ri araguaia",20,"Tabela 32 - Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 32 - Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 ri araguaia.xlsx",Araguaia
Santana do Araguaia,11.0,31683.0,3471893444433923.0,2 Araguaia,32,"Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 ri araguaia",20,"Tabela 32 - Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 32 - Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 ri araguaia.xlsx",Araguaia
São Félix do Xingu,35.0,65957.0,5306487560077019.0,2 Araguaia,32,"Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 ri araguaia",20,"Tabela 32 - Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 32 - Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 ri araguaia.xlsx",Araguaia
Sapucaia,2.0,6160.0,3.2467532467532464e+16,2 Araguaia,32,"Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 ri araguaia",20,"Tabela 32 - Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 32 - Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 ri araguaia.xlsx",Araguaia
Tucumã,18.0,42480.0,423728813559322.0,2 Araguaia,32,"Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 ri araguaia",20,"Tabela 32 - Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 32 - Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 ri araguaia.xlsx",Araguaia
Xinguara,20.0,56999.0,3508833488306812.0,2 Araguaia,32,"Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 ri araguaia",20,"Tabela 32 - Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 32 - Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 ri araguaia.xlsx",Araguaia
Fonte: DATASUS,,,,2 Araguaia,32,"Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 ri araguaia",20,"Tabela 32 - Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 32 - Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 ri araguaia.xlsx",Araguaia
Elaboração: FAPESPA,,,,2 Araguaia,32,"Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 ri araguaia",20,"Tabela 32 - Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 32 - Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 ri araguaia.xlsx",Araguaia
*Nota: Dados Preliminares extraídos em Outubro/2025.,,,,2 Araguaia,32,"Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 ri araguaia",20,"Tabela 32 - Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 32 - Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 ri araguaia.xlsx",Araguaia
